BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Steven Swanson
1480 Kevin Cape
North Crystal, ME 37316 US
Tel:+(522)078-2480
Email:jamesrandolph@example.org
Site:http://www.morrow.com/",Invoice Date: 06-Feb-1994,Due Date : 18-Feb-2018,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 8Y8M1d-931,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 06-Feb-1994

INVOICE # 8Y8M1d-931
PO Number :00

BILL_TO:

Steven Swanson

1480 Kevin Cape

North Crystal, ME 37316 US
Tel:+(522)078-2480
Email:jamesrandolph@example.org
Site:http://www.morrow.com/

Due Date : 18-Feb-2018

6.00 | 461247 80.87 485.22

716693 _| Enter PM. 63.44 126.88

16.00 _| 083606 Understand manage audience somd. _ 60.54 363.24
949599 15.34 76.70

. 0, .
Note: All payments to be made in cash. TAXVAT (3.65%): 38.39 USD

Contact us for queries on these quotations. TOTAL : 1061.18 USD

Total in words: one thousand and sixt-
y-one point one eight
",PO Number :00,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.65%):  38.39 USD,TAX INVOICE,TOTAL : 1061.18 USD,"Total in words:  one thousand and sixt-
y-one point one eight",Template3_Instance60.json
"BILL_TO:
Devin Carlson
6804 Pugh Parkway
Carolview, VT 22811 US
Tel:+(902)731-4305
Email:dennis35@example.org
Site:http://www.henson-kim.com/",Invoice Date: 28-Feb-2007,Due Date : 22-Jan-1993,[],,Thank you for your business!,Invoice number 5Y8M7d-737,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 28-Feb-2007
Invoice number 5Y8M7d-737
PO Number :36

BILL_TO:

Devin Carlson

6804 Pugh Parkway

Carolview, VT 22811 US
Tel:+(902)731-4305
Email:dennis35@example.org
Site:http://www.henson-kim.com/

Due Date : 22-Jan-1993

|4.00_ | 777269 51.43 205.72

287177 _| Myself central. 59.07 59.07

'6.00 | 008614 52.72 316.32
/3.00 | 790789 28.10 84.30
4.00 | 765184

TAX:VAT (6.29%): 42.28 USD
TOTAL : 706.20 USD

Thank you for your business!

Total in words: seven hundred a-
nd six point two
",PO Number :36,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.29%):  42.28 USD,TAX INVOICE,TOTAL : 706.20 USD,"Total in words:  seven hundred a-
nd six point two",Template3_Instance61.json
"BILL_TO:
Brandy Vargas
85305 Kimberly Cape
East Bethtown, SD 38850 US
Tel:+(302)425-3219
Email:stacy05@example.com
Site:http://haynes-moreno.com/",Invoice Date: 29-Dec-1994,Due Date : 24-Sep-2008,[],,"Note:
This order is shipped through blue dart courier",Invoice number 0367-335,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 29-Dec-1994
Invoice number 0367-335
PO Number :58

BILL_TO:

Brandy Vargas

85305 Kimberly Cape

East Bethtown, SD 38850 US
Tel:+(302)425-3219
Email:stacy05@example.com
Site:http://haynes-moreno.com/

Due Date : 24-Sep-2008

16.00 | 657347 _| Effect officer listen. 63.78 382.68
835142 _| Talk southern wait. 26.67 106.68

[4.00 | 955558 37.90 151.60
16.00 | 584012 _| Back hold above. 49.26

504988 _| Cold if. 97.76 391.04

Note: TAX:VAT (6.24%): 67.49 USD
This order is shipped through blue dart courier TOTAL : 1097.17 USD

Total in words: one thousand and ninet-
y-seven point one seven
",PO Number :58,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.24%):  67.49 USD,COMMERCIAL INVOICE,TOTAL : 1097.17 USD,"Total in words:  one thousand and ninet-
y-seven point one seven",Template3_Instance62.json
"BILL_TO:
Paula Hawkins
548 Brooks Manor
Port Jessicaland, GA 09545 US
Tel:+(527)026-4152
Email:lambtaylor@example.net
Site:https://www.petty.com/",Date: 01-Jan-2022,Due Date : 19-Jun-2010,[],,Thank you for choosing us!,INVOICE ID 2Y1M8d-245,"TAX INVOICE

NK.NAG & CO,

Date: 01-Jan-2022
INVOICE ID 2Y1M8d-245
PO Number :02

BILL_TO:

Paula Hawkins

548 Brooks Manor

Port Jessicaland, GA 09545 US
Tel:+(527)026-4152
Email:lambtaylor@example.net
Site:https://www.petty.com/

Due Date : 19-Jun-2010

821517 _| Today from type. 12.52 62.60

[3.00 | 635040 34.00 102.00
[3.00 | 069450 59.07 477.21

12.00 | 186918 _| Set agreement quality picture. 62.80 125.60

TAX:VAT (5.40%): 25.22 EUR
TOTAL : 486.41 EUR

Thank you for choosing us!

Total in words: four hundred and eigh-
ty-six point four one
",PO Number :02,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.40%):  25.22 EUR,TAX INVOICE,TOTAL : 486.41 EUR,"Total in words:  four hundred and eigh-
ty-six point four one",Template3_Instance63.json
"BILL_TO:
John Blake
00205 Gallegos Light
Potterstad, FM 83203 US
Tel:+(004)493-4238
Email:paige64@example.com
Site:https://www.smith.org/",Date: 17-May-2003,Due Date : 10-May-2021,[],,Thank you for choosing us!,Invoice number 9Y9M3d-509,"INVOICE

NK.NAG & CO,

Date: 17-May-2003
Invoice number 9Y9M3d-509
PO Number :91

BILL_TO:

John Blake

00205 Gallegos Light
Potterstad, FM 83203 US
Tel:+(004)493-4238
Email:paige64@example.com
Site:https://www.smith.org/

Due Date : 10-May-2021

[2.00 | 693703 61.49 122.98

869207 South community stock space. 60.68 121.36
312542 _| Friend end. 14.20

566511__| Wide he either. 16.70 83.50

TAX:VAT (6.05%): 20.70 USD

Thank you for choosing us!
TOTAL : 351.25 USD

Total in words: three hundred and fif-
ty-one point two five
",PO Number :91,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.05%):  20.70 USD,INVOICE,TOTAL : 351.25 USD,"Total in words:  three hundred and fif-
ty-one point two five",Template3_Instance64.json
"BILL_TO:
Leah Wells
00972 Wade Street
Mullinshaven, IL 75895 US
Tel:+(887)847-7885
Email:mpeterson@example.com
Site:https://www.owens-newton.com/",Invoice Date: 05-Aug-2007,Due Date : 26-Oct-2014,[],,Thank you for your business!,INVOICE # 7Y2M4d-918,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 05-Aug-2007
INVOICE # 7Y2M4d-918
PO Number :72

BILL_TO:

Leah Wells

00972 Wade Street

Mullinshaven, IL 75895 US
Tel:+(887)847-7885
Email:mpeterson@example.com
Site:https://www.owens-newton.com/

Due Date : 26-Oct-2014

|4.00_ | 868624 85.14 340.56
[4.00 | 475362 53.82 53.82

026941 | Though job none. 43.78 262.68
109396 | Station ability. 44.29 265.74

479225 _| Popular woman college. 72.20 288.80

TAX:VAT (6.87%): 83.23 EUR
TOTAL : 1262.24 EUR

Thank you for your business!

Total in words: one thousand, two hundred a-
nd sixty-two point two four
",PO Number :72,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.87%):  83.23 EUR,COMMERCIAL INVOICE,TOTAL : 1262.24 EUR,"Total in words:  one thousand, two hundred a-
nd sixty-two point two four",Template3_Instance65.json
"BILL_TO:
Candace Rogers
178 Brian Oval
Barryburgh, AR 82072 US
Tel:+(891)459-3088
Email:jennifer79@example.net
Site:http://jones.com/",Date: 16-Jul-1995,Due Date : 19-Jan-2017,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/89-69/681,"INVOICE

NK.NAG & CO,

Date: 16-Jul-1995
INVOICE ID INV/89-69/681
PO Number :95

BILL_TO:

Candace Rogers

178 Brian Oval

Barryburgh, AR 82072 US
Tel:+(891)459-3088
Email:jennifer79@example.net
Site:http://jones.com/

Due Date : 19-Jan-2017

264287 _| Yard most meeting. 74.95 299.80

/4.00 | 464860 18.53 18.53

16.00 | 877651 _| Small test. 47.83 286.98

. 0, .
Note: All payments to be made in cash. TEMA fs. GOLay iS

Contact us for queries on these quotations. TOTAL : 633.04 $

Total in words: six hundred and thirty-
-three point zero four
",PO Number :95,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.60%):  33.90 $,INVOICE,TOTAL : 633.04 $,"Total in words:  six hundred and thirty-
-three point zero four",Template3_Instance66.json
"BILL_TO:
Isaiah Yates
7566 Regina Wells Apt. 888
Nobleberg, NM 20293 US
Tel:+(479)372-9297
Email:gregory23@example.net
Site:https://patton.com/",Invoice Date: 21-Sep-2009,Due Date : 15-Dec-1999,[],,Thank you for your business!,Invoice number 4Y2M1d-187,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 21-Sep-2009
Invoice number 4Y2M1d-187
PO Number :56

BILL_TO:

Isaiah Yates

7566 Regina Wells Apt. 888
Nobleberg, NM 20293 US
Tel:+(479)372-9297
Email:gregory23@example.net
Site:https://patton.com/

Due Date : 15-Dec-1999

688743 38.60
217065 __| Physical line respond. 94.92 189.84

011106 _| Reach month. 91.77 458.85
816439 __| Western effect surface. 37.04 74.08
333221 | Next include. 10.60 10.60

TAX:VAT (5.53%): 42.71 USD
TOTAL : 799.09 USD

Thank you for your business!

Total in words: seven hundred and nine-
ty-nine point zero nine
",PO Number :56,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.53%):  42.71 USD,TAX INVOICE,TOTAL : 799.09 USD,"Total in words:  seven hundred and nine-
ty-nine point zero nine",Template3_Instance67.json
"BILL_TO:
Kimberly Gomez
132 Shea Points
Normanton, NH 58411 US
Tel:+(769)730-8326
Email:djones@example.com
Site:http://www.schneider.info/",Invoice Date: 19-Nov-1994,Due Date : 31-Dec-1995,[],,Thank you for your business!,INVOICE ID INV86345750,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 19-Nov-1994
INVOICE ID INV86345750
PO Number :91

BILL_TO:

Kimberly Gomez

132 Shea Points

Normanton, NH 58411 US
Tel:+(769)730-8326
Email:djones@example.com
Site:http://www.schneider.info/

Due Date : 31-Dec-1995

576256 _| Manager drug bed. 66.13 66.13
16.00 | 099548 __| Two campaign turn television. 84.58 507.48

431278 84.30 84.30
408627___| Occur value look. 89.93 449.65
168714 28.89 28.89

TAX:VAT (6.83%): 77.66 $
TOTAL : 1166.72 $

Thank you for your business!

Total in words: one thousand, one hundred a-
nd sixty-six point seven two
",PO Number :91,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.83%):  77.66 $,TAX INVOICE,TOTAL : 1166.72 $,"Total in words:  one thousand, one hundred a-
nd sixty-six point seven two",Template3_Instance68.json
"BILL_TO:
Maria Cain
3445 Pruitt Hills
West Jose, HI 96647 US
Tel:+(234)934-8247
Email:taylormichelle@example.net
Site:https://www.wright-tucker.com/",Invoice Date: 20-Dec-2002,Due Date : 28-Jul-2012,[],,Thank you for your business!,INVOICE ID INV10564955,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 20-Dec-2002

INVOICE ID INV10564955
PO Number :66

BILL_TO:

Maria Cain

3445 Pruitt Hills

West Jose, HI 96647 US
Tel:+(234)934-8247
Email:taylormichelle@example.net
Site:https://www.wright-tucker.com/

Due Date : 28-Jul-2012

16.00 | 417495 _| Benefit option win. 58.08

384241 _| Past learn contain. 23.57 94.28

[5.00 | 595894 74.00 355.00

TAX:VAT (4.02%): 20.42 USD
TOTAL : 514.49 USD

Thank you for your business!

Total in words: five hundred and fou-
rteen point four nine
",PO Number :66,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.02%):  20.42 USD,TAX INVOICE,TOTAL : 514.49 USD,"Total in words:  five hundred and fou-
rteen point four nine",Template3_Instance69.json
"BILL_TO:
Taylor Santiago
882 Steven Inlet
Port John, TX 22658 US
Tel:+(349)277-3643
Email:dbowman@example.org
Site:http://www.palmer.com/",Invoice Date: 10-Jul-1996,Due Date : 31-Aug-2011,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 5Y8M1d-775,"INVOICE

NK.NAG & CO,

Invoice Date: 10-Jul-1996
INVOICE ID 5Y8M1d-775
PO Number :54

BILL_TO:

Taylor Santiago

882 Steven Inlet

Port John, TX 22658 US
Tel:+(349)277-3643
Email:dbowman@example.org
Site:http://www.palmer.com/

Due Date : 31-Aug-2011

5.00 | 769159 23.27 116.35

364982 _| Activity say threat. 99.94 99.94

902972 _| Gun single outside professor. 82.78 82.78
16.00 | 565587 _| Control property aqo. 86.71 520.26

Note: TAX:VAT (6.09%): 49.90 $
This order is shipped through blue dart courier TOTAL : 844.65 $

Total in words: eight hundred and for-
ty-four point six five
",PO Number :54,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.09%):  49.90 $,INVOICE,TOTAL : 844.65 $,"Total in words:  eight hundred and for-
ty-four point six five",Template3_Instance7.json
"BILL_TO:
Wendy Brown
209 Wesley Lock Suite 497
East Michael, KY 52990 US
Tel:+(195)341-9751
Email:dnolan@example.com
Site:http://www.garcia.com/",Invoice Date: 12-Feb-1994,Due Date : 15-Nov-1994,[],,Note:Total payment due in 14 days.,INVOICE # INV/69-74/934,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 12-Feb-1994

INVOICE # INV/69-74/934
PO Number :64

BILL_TO:

Wendy Brown

209 Wesley Lock Suite 497
East Michael, KY 52990 US
Tel:+(195)341-9751
Email:dnolan@example.com
Site:http://www.garcia.com/

Due Date : 15-Nov-1994

916975 _| Aqo three five. 31.09 62.18

669577 ___| Box thought. 40.99 245.94

/4.00 | 296566 55.18 55.18

TAX:VAT (6.53%): 23.71 EUR
TOTAL : 369.46 EUR

Note:Total payment due in 14 days.

Total in words: three hundred and six-
ty-nine point four six
",PO Number :64,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.53%):  23.71 EUR,TAX INVOICE,TOTAL : 369.46 EUR,"Total in words:  three hundred and six-
ty-nine point four six",Template3_Instance70.json
"BILL_TO:
Briana Howard
204 Lopez Lakes
West Jenniferfort, HI 97537 US
Tel:+(043)571-8454
Email:jeffrey16@example.com
Site:https://alvarez.net/",Invoice Date: 02-Sep-2005,Due Date : 11-Oct-2005,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 1646-499,"INVOICE

NK.NAG & CO,

Invoice Date: 02-Sep-2005

INVOICE # 1646-499
PO Number :82

BILL_TO:

Briana Howard

204 Lopez Lakes

West Jenniferfort, HI 97537 US
Tel:+(043)571-8454
Email:jeffrey16@example.com
Site:https://alvarez.net/

Due Date : 11-Oct-2005

[2.00 | 733054 15.40

984391 _| Education southern. 50.13 200.52

753673 _| Part place partner. 14.36 28.72

Note: TAX:VAT (5.88%): 14.38 USD
This order is shipped through blue dart courier TOTAL : 249.92 USD

Total in words: two hundred and fort-
y-nine point nine two
",PO Number :82,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.88%):  14.38 USD,INVOICE,TOTAL : 249.92 USD,"Total in words:  two hundred and fort-
y-nine point nine two",Template3_Instance71.json
"BILL_TO:
Bethany Pace
973 Amanda Forest Apt. 226
Port Rickfort, MI 24782 US
Tel:+(894)764-3655
Email:dhobbs@example.net
Site:http://erickson.info/",Date: 05-Jan-2005,Due Date : 22-Sep-2016,[],,Thank you for your business!,INVOICE # INV06655637,"INVOICE

NK.NAG & CO,

Date: 05-Jan-2005

INVOICE # INV06655637
PO Number :80

BILL_TO:

Bethany Pace

973 Amanda Forest Apt. 226
Port Rickfort, MI 24782 US
Tel:+(894)764-3655
Email:dhobbs@example.net
Site:http://erickson.info/

Due Date : 22-Sep-2016

903056 __| Store appear actually. 84.23 252.69

437190 _| Attention wall. 73.37 146.74
952569 _| Claim admit. 86.85 521.10

881246 Occur benefit approach measure. 90.01 90.01

TAX:VAT (6.26%): 63.31 EUR
TOTAL : 1050.91 EUR

Thank you for your business!

Total in words: one thousand and f-
ifty point nine one
",PO Number :80,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.26%):  63.31 EUR,INVOICE,TOTAL : 1050.91 EUR,"Total in words:  one thousand and f-
ifty point nine one",Template3_Instance72.json
"BILL_TO:
Leslie Beard
68897 John Knoll
Andersonburgh, TN 78803 US
Tel:+(694)061-3254
Email:fhurst@example.org
Site:https://www.curry.com/",Date: 20-Feb-2022,Due Date : 07-Nov-2022,[],,Thank you for choosing us!,Invoice number INV/72-06/371,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 20-Feb-2022
Invoice number INV/72-06/371
PO Number :06

BILL_TO:

Leslie Beard

68897 John Knoll
Andersonburgh, TN 78803 US
Tel:+(694)061-3254
Email:fhurst@example.org
Site:https://www.curry.com/

Due Date : 07-Nov-2022

852611
643964 _| Who laugh. 24.60 98.40

12.00 | 304387 _| Better box. 70.12 140.24
'4.00 | 214182 3.03

135179 30.49 60.98

TAX:VAT (4.02%): 12.48 EUR
TOTAL : 311.19 EUR

Thank you for choosing us!

Total in words: three hundred and e-
leven point one nine
",PO Number :06,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.02%):  12.48 EUR,COMMERCIAL INVOICE,TOTAL : 311.19 EUR,"Total in words:  three hundred and e-
leven point one nine",Template3_Instance73.json
"BILL_TO:
Jessica Guerrero
0471 Schroeder Ports
South Steven, DC 05696 US
Tel:+(153)569-0147
Email:welchlauren@example.com
Site:http://www.preston-choi.com/",Invoice Date: 29-Dec-2010,Due Date : 01-Jan-2017,[],,Thank you for your business!,Invoice number 8Y4M3d-402,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 29-Dec-2010
Invoice number 8Y4M3d-402
PO Number :87

BILL_TO:

Jessica Guerrero

0471 Schroeder Ports

South Steven, DC 05696 US
Tel:+(153)569-0147
Email:welchlauren@example.com
Site:http://www.preston-choi.com/

Due Date : 01-Jan-2017

044342 | Shoulder middle. 92.93 278.79

988568 Foreign power kitchen. 34.46 206.76
965874 56.60 283.00
958428 _| Like take lay hit. 11.60 58.00

801098 _| Card run find. 69.41 208.23

TAX:VAT (4.95%): 51.22 EUR
TOTAL : 1046.68 EUR

Thank you for your business!

Total in words: one thousand and fort-
y-six point six eight
",PO Number :87,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.95%):  51.22 EUR,COMMERCIAL INVOICE,TOTAL : 1046.68 EUR,"Total in words:  one thousand and fort-
y-six point six eight",Template3_Instance74.json
"BILL_TO:
Dr. Larry Wilson
7551 William Mountains
North Kaylabury, NE 11422 US
Tel:+(218)238-0966
Email:eileen10@example.org
Site:http://anderson-lopez.org/",Date: 06-Feb-1993,Due Date : 05-Dec-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/77-99/058,"INVOICE

NK.NAG & CO,

Date: 06-Feb-1993

INVOICE # INV/77-99/058
PO Number :85

BILL_TO:

Dr. Larry Wilson

7551 William Mountains

North Kaylabury, NE 11422 US
Tel:+(218)238-0966
Email:eileen10@example.org
Site:http://anderson-lopez.org/

Due Date : 05-Dec-2022

291491 _| National bill who near. 81.16 405.80

13.00 | 112943 _| Edge foot a. 64.78 194.34
13.00 | 464745 25.64 76.92

789095 _| Yeah production same. 61.24 61.24

. 0, .
Note: All payments to be made in cash. TAXVAT (4.76%): 35.13 EUR
Contact us for queries on these quotations. TOTAL : 757.56 EUR

Total in words: seven hundred and fift-
y-seven point five six
",PO Number :85,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.76%):  35.13 EUR,INVOICE,TOTAL : 757.56 EUR,"Total in words:  seven hundred and fift-
y-seven point five six",Template3_Instance75.json
"BILL_TO:
Austin Allen
479 Kenneth Spring
Jacobport, FL 21911 US
Tel:+(540)523-0937
Email:pprice@example.org
Site:https://www.williams.com/",Invoice Date: 04-Aug-2007,Due Date : 15-Jan-2001,[],,Note:Total payment due in 14 days.,INVOICE ID INV/01-62/982,"INVOICE

NK.NAG & CO,

Invoice Date: 04-Aug-2007

INVOICE ID INV/01-62/982
PO Number :63

BILL_TO:

Austin Allen

479 Kenneth Spring
Jacobport, FL 21911 US
Tel:+(540)523-0937
Email:pprice@example.org
Site:https://www.williams.com/

Due Date : 15-Jan-2001

471381 | Maintain thing space. 60.17 60.17

/4.00 | 536605 47.64 47.64

12.00 | 988019 _| Tonight unit record. 17.18

TAX:VAT (4.45%): 5.57 $
TOTAL : 127.75 $

Note:Total payment due in 14 days.

Total in words: one hundred and twenty-
-seven point seven five
",PO Number :63,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.45%):  5.57 $,INVOICE,TOTAL : 127.75 $,"Total in words:  one hundred and twenty-
-seven point seven five",Template3_Instance76.json
"BILL_TO:
Amy Ellis
01033 Robert Crossroad Suite 739
Lake Alexis, IA 41671 US
Tel:+(342)912-5662
Email:evansdenise@example.org
Site:https://jennings-lewis.com/",Invoice Date: 13-Apr-2014,Due Date : 31-Oct-1999,[],,"Note:
This order is shipped through blue dart courier",Invoice number 5263-575,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 13-Apr-2014

Invoice number 5263-575
PO Number :24

BILL_TO:

Amy Ellis

01033 Robert Crossroad Suite 739
Lake Alexis, IA 41671 US
Tel:+(342)912-5662
Email:evansdenise@example.org
Site:https://jennings-lewis.com/

Due Date : 31-Oct-1999

870750 _| Head nor remain factor. 55.86 114.72

481881 Short yet memory. 42.18 253.08

744462 _| Feel share available. 39.16 195.80

Note: TAX:VAT (3.96%): 22.18 EUR
This order is shipped through blue dart courier TOTAL : 570.95 EUR

Total in words: five hundred and sev-
enty point nine five
",PO Number :24,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.96%):  22.18 EUR,COMMERCIAL INVOICE,TOTAL : 570.95 EUR,"Total in words:  five hundred and sev-
enty point nine five",Template3_Instance77.json
"BILL_TO:
Douglas Schneider
593 Ryan Fort Suite 278
Joanneville, MI 07468 US
Tel:+(312)390-5768
Email:ycarr@example.org
Site:https://jones.com/",Date: 06-Jul-1995,Due Date : 29-Oct-2010,[],,Thank you for your business!,INVOICE # 0916-074,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 06-Jul-1995

INVOICE # 0916-074
PO Number :46

BILL_TO:

Douglas Schneider

593 Ryan Fort Suite 278
Joanneville, MI 07468 US
Tel:+(312)390-5768
Email:ycarr@example.org
Site:https://jones.com/

Due Date : 29-Oct-2010

lary lip Description ssn rice | Amount _|
996521 _| Once billion. 52.05 104.10

[3.00 | 228453 71.94 215.82

[4.00 | 003501 55.12 220.48

TAX:VAT (3.58%): 19.36 EUR
TOTAL : 543.60 EUR

Thank you for your business!

Total in words: five hundred and fo-
rty-three point six
",PO Number :46,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.58%):  19.36 EUR,COMMERCIAL INVOICE,TOTAL : 543.60 EUR,"Total in words:  five hundred and fo-
rty-three point six",Template3_Instance78.json
"BILL_TO:
Erika Guzman
16582 Collins Landing
Port Christine, RI 73609 US
Tel:+(366)650-4233
Email:robertmoore@example.org
Site:http://webb-gamble.biz/",Invoice Date: 03-Oct-1995,Due Date : 05-Aug-2002,[],,Thank you for choosing us!,Invoice number INV/48-10/854,"INVOICE

NK.NAG & CO,

Invoice Date: 03-Oct-1995

Invoice number INV/48-10/854
PO Number :54

BILL_TO:

Erika Guzman

16582 Collins Landing

Port Christine, RI 73609 US
Tel:+(366)650-4233
Email:robertmoore@example.org
Site:http://webb-gamble.biz/

Due Date : 05-Aug-2002

6.00 | 844123 96.06 576.36

645324 92.51 555.06
[3.00 | 001585 30.66 91.98

[5.00 | 338852 17.25 86.25

TAX:VAT (4.30%): 56.34 USD
TOTAL : 1346.74 USD

Thank you for choosing us!

Total in words: one thousand, three hundred a-
nd forty-six point seven four
",PO Number :54,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.30%):  56.34 USD,INVOICE,TOTAL : 1346.74 USD,"Total in words:  one thousand, three hundred a-
nd forty-six point seven four",Template3_Instance79.json
"BILL_TO:
Jack Johnson
093 Stafford Ferry Suite 317
New Robert, VA 22277 US
Tel:+(891)830-6249
Email:justin40@example.net
Site:http://montgomery-mendoza.com/",Date: 19-Mar-2016,Due Date : 14-Jul-2019,[],,Thank you for choosing us!,INVOICE # INV/54-88/223,"INVOICE

NK.NAG & CO,

Date: 19-Mar-2016
INVOICE # INV/54-88/223
PO Number :74

BILL_TO:

Jack Johnson

093 Stafford Ferry Suite 317

New Robert, VA 22277 US
Tel:+(891)830-6249
Email:justin40@example.net
Site:http://montgomery-mendoza.com/

Due Date : 14-Jul-2019

laty lin | Deseription | Unit price | Amoun

314843 __| Item nation evidence act. 37.66 150.64
829481 _ | Sure responsibility law. 57.01 114.02

TAX:VAT (4.67%): 12.35 EUR

Thank you for choosing us!
TOTAL : 267.38 EUR

Total in words: two hundred and sixty--
seven point three eight
",PO Number :74,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.67%):  12.35 EUR,INVOICE,TOTAL : 267.38 EUR,"Total in words:  two hundred and sixty--
seven point three eight",Template3_Instance8.json
"BILL_TO:
Susan Stewart
05057 Alexander Points Suite 479
Port Tommy, VT 17967 US
Tel:+(465)982-3487
Email:harrisamy@example.net
Site:http://www.brady.com/",Date: 31-Jan-2013,Due Date : 06-Mar-1995,[],,Thank you for choosing us!,INVOICE # 7Y5M2d-217,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 31-Jan-2013
INVOICE # 7Y5M2d-217
PO Number :89

BILL_TO:

Susan Stewart

05057 Alexander Points Suite 479
Port Tommy, VT 17967 US
Tel:+(465)982-3487
Email:harrisamy@example.net
Site:http://www.brady.com/

Due Date : 06-Mar-1995

215072 _| Way young remember. 21.13 84.52
507149 _| Watch assume why. 30.42 121.68

15.00 | 357012 _| Actually media. 49.63 248.15
802787 _| Citizen decade. 65.04 260.16

/4.00 | 537709 62.44 249.76

TAX:VAT (3.01%): 28.99 EUR
TOTAL : 965.39 EUR

Thank you for choosing us!

Total in words: nine hundred and sixty-
-five point three nine
",PO Number :89,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.01%):  28.99 EUR,COMMERCIAL INVOICE,TOTAL : 965.39 EUR,"Total in words:  nine hundred and sixty-
-five point three nine",Template3_Instance80.json
