BUYER,DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SUB_TOTAL,TABLE,TAX,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Jeffrey Newton
213 Miller Circles Apt. 338
West Tammy, AL 77955 US
Tel:+(082)444-6930
Email:maryriley@example.com
Site:http://mccormick.net/",Date: 06-Nov-2013,[],,Thank you for choosing us!,Invoice number 1Y1M3d-451,"Date: 06-Nov-2013

Invoice number 1Y1M3d-451
PO Number :09

Bill to: Jeffrey Newton

213 Miller Circles Apt. 338
West Tammy, AL 77955 US
Tel:+(082)444-6930
Email:maryriley@example.com
Site:http://mccormick.net/

640425 Win. 21.41 21.41

042830 Organization friend. 60.97 182.91

SUB_TOTAL : 204.32 USD
TAX:VAT (4.75%): 9.71 USD
BALANCE DUE : 208.80 USD

Total in words: two hundred and -
eight point eight

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :09,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 204.32  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.75%):  9.71 USD,BALANCE DUE : 208.80 USD,"Total in words:  two hundred and -
eight point eight",Template5_Instance53.json
"Bill to:Daniel Clark
958 Jones Hill
East Stephenburgh, VT 45888 US
Tel:+(847)463-6622
Email:moorerobert@example.com
Site:https://www.ortega.net/",Invoice Date: 20-Apr-2018,[],,Note:Total payment due in 14 days.,Invoice number 9Y7M4d-520,"Invoice Date: 20-Apr-2018

Invoice number 9Y7M4d-520
PO Number :12

Bill to:Daniel Clark

958 Jones Hill

East Stephenburgh, VT 45888 US
Tel:+(847)463-6622
Email:moorerobert@example.com
Site:https://www.ortega.net/

818943 Company buy budget. 14.65 29,30
042604 Magazine course instead. 21,22 406.10

SUB_TOTAL : 348.32 $
TAX:VAT (4.63%): 16.14 $
BALANCE DUE : 358.19 $

Total in words: three hundred and fift-
y-eight point one nine

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :12,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 348.32  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.63%):  16.14 $,BALANCE DUE : 358.19 $,"Total in words:  three hundred and fift-
y-eight point one nine",Template5_Instance54.json
"Buyer :Jared Henderson
184 Lee Lodge Apt. 767
Patriciahaven, IN 86998 US
Tel:+(809)655-4974
Email:morenomanuel@example.com
Site:http://www.brown.com/",Invoice Date: 07-Aug-2010,[],,Thank you for your business!,INVOICE ID 8Y2M5d-937,"Invoice Date: 07-Aug-2010

INVOICE ID 8Y2M5d-937
PO Number :74

Buyer :Jared Henderson

184 Lee Lodge Apt. 767
Patriciahaven, IN 86998 US
Tel:+(809)655-4974
Email:morenomanuel@example.com
Site:http://www.brown.com/

470187 Generation small capital heart. 27.85 27.85
424416 Manage foreign. 97.78 97.78

057209 Pass arrive that. 58.71 293.55
}6.00 | 500827 Accept economy. 18.19 409.14

SUB_TOTAL : 575.51 USD
TAX:VAT (4.96%): 28.52 USD
BALANCE DUE : 577.79 USD

Total in words: five hundred and sevent-
y-seven point seven nine

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :74,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 575.51  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.96%):  28.52 USD,BALANCE DUE : 577.79 USD,"Total in words:  five hundred and sevent-
y-seven point seven nine",Template5_Instance55.json
"Buyer :Kristy Simpson
593 Cynthia Harbor Apt. 531
Lake Leahmouth, ME 48763 US
Tel:+(649)706-6391
Email:montoyarussell@example.net
Site:http://www.baxter.com/",Invoice Date: 25-Aug-2018,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 7872-072,"Invoice Date: 25-Aug-2018

Invoice number 7872-072
PO Number :27

Buyer :Kristy Simpson

593 Cynthia Harbor Apt. 531

Lake Leahmouth, ME 48763 US
Tel:+(649)706-6391
Email:montoyarussell@example.net
Site:http://www.baxter.com/

}6.00 | 542082 Much clear consider. 36.87 221,22
210380 Old find. 83.41 250.23

243436 Congress person professional probably. 99.55 398.20
452982 Of soldier us. 10.21 51.05

SUB_TOTAL : 928.56 USD
TAX:VAT (6.97%): 64.70 USD
BALANCE DUE : 982.67 USD

Total in words: nine hundred and eigh-
ty-two point six seven

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :27,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 928.56  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.97%):  64.70 USD,BALANCE DUE : 982.67 USD,"Total in words:  nine hundred and eigh-
ty-two point six seven",Template5_Instance56.json
"Buyer :Mario Gonzales
6862 Nicole Via
Gomezview, TN 63730 US
Tel:+(283)510-5622
Email:urhodes@example.net
Site:http://ford-mack.biz/",Date: 25-Oct-2007,[],,"Note:
This order is shipped through blue dart courier",Invoice number 8Y2M4d-107,"Date: 25-Oct-2007

Invoice number 8Y2M4d-107
PO Number :28

Buyer :Mario Gonzales

6862 Nicole Via

Gomezview, TN 63730 US
Tel:+(283)510-5622
Email:urhodes@example.net
Site:http://ford-mack.biz/

}6.00 | 782124 Health among herself level. 40.80 244.80

556122 Against care station them. 55.23 55.23
509023 Bad. 86.23 86.23
355479 Current order put. 71,88 287.52

SUB_TOTAL : 673.78 USD
TAX:VAT (6.69%): 45.10 USD
BALANCE DUE : 692.33 USD

Total in words: six hundred and ninety-
-two point three three

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :28,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 673.78  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.69%):  45.10 USD,BALANCE DUE : 692.33 USD,"Total in words:  six hundred and ninety-
-two point three three",Template5_Instance57.json
"Bill to:Carl Olson
65693 Caitlyn Walks Suite 267
New Melissa, ME 97185 US
Tel:+(141)929-0193
Email:brettobrien@example.org
Site:http://www.henry-pierce.com/",Invoice Date: 17-Aug-2002,[],,Note:Total payment due in 14 days.,INVOICE # 5Y9M5d-822,"Invoice Date: 17-Aug-2002

INVOICE # 5Y9M5d-822
PO Number :08

Bill to:Carl Olson

65693 Caitlyn Walks Suite 267
New Melissa, ME 97185 US
Tel:+(141)929-0193
Email:brettobrien@example.org
Site:http://www.henry-pierce.com/

687211 Purpose sometimes Mrs. 70.24 280.96

SUB_TOTAL : 393.28 USD
TAX:VAT (4.24%): 16.69 USD
BALANCE DUE : 393.69 USD

Total in words: three hundred and nine-
ty-three point six nine

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :08,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 393.28  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.24%):  16.69 USD,BALANCE DUE : 393.69 USD,"Total in words:  three hundred and nine-
ty-three point six nine",Template5_Instance58.json
"Bill to:Curtis Woodward
312 Claire Gateway
Port Vincent, ME 28576 US
Tel:+(095)533-0639
Email:robertsbrianna@example.com
Site:http://newman-eaton.net/",Date: 07-Jun-2003,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 1434-910,"Date: 07-Jun-2003

Invoice number 1434-910
PO Number :49

Bill to:Curtis Woodward

312 Claire Gateway

Port Vincent, ME 28576 US
Tel:+(095)533-0639
Email:robertsbrianna@example.com
Site:http://newman-eaton.net/

854014 Deal second business. 18.08 72.32

SUB_TOTAL : 373.74 USD
TAX:VAT (6.27%): 23.45 USD
BALANCE DUE : 378.99 USD

Total in words: three hundred and seven-
ty-eight point nine nine

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :49,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 373.74  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.27%):  23.45 USD,BALANCE DUE : 378.99 USD,"Total in words:  three hundred and seven-
ty-eight point nine nine",Template5_Instance59.json
"Bill to:Jesse Wagner
54219 Lawson Well
Prattstad, ME 19525 US
Tel:+(843)303-4284
Email:xwatson@example.com
Site:https://www.christensen-ford.net/",Invoice Date: 01-Apr-2008,[],,Thank you for your business!,INVOICE # INV/39-57/710,"Invoice Date: 01-Apr-2008

INVOICE # INV/39-57/710
PO Number :97

Bill to: Jesse Wagner

54219 Lawson Well

Prattstad, ME 19525 US
Tel:+(843)303-4284
Email:xwatson@example.com
Site:https://www.christensen-ford.net/

048392 Value thing trial. 26.45 405.80

SUB_TOTAL : 193.98 $
TAX:VAT (5.67%): 10.99 $
BALANCE DUE : 199.91 $

Total in words: one hundred and ninet-
y-nine point nine one

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :97,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 193.98  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.67%):  10.99 $,BALANCE DUE : 199.91 $,"Total in words:  one hundred and ninet-
y-nine point nine one",Template5_Instance6.json
"Buyer :Heather Bell
4127 Joel Flat
Ericshire, AK 75875 US
Tel:+(652)628-4074
Email:justincarlson@example.com
Site:https://brooks.com/",Invoice Date: 07-Aug-1997,[],,Note:Total payment due in 14 days.,INVOICE # 8133-812,"Invoice Date: 07-Aug-1997

INVOICE # 8133-812
PO Number :16

Buyer :Heather Bell

4127 Joel Flat

Ericshire, AK 75875 US
Tel:+(652)628-4074
Email:justincarlson@example.com
Site:https://brooks.com/

110632 Participant not why. 76.14 76.14
887097 Adult than send station. 28.39 85.17

}6.00 | 015653 Difficult woman. 81.30 487.80
241800 Dinner woman ability. 81.54 326.16

SUB_TOTAL : 1010.64 USD
TAX:VAT (6.64%): 67.09 USD
BALANCE DUE : 1037.71 USD

Total in words: one thousand and thirt-
y-seven point seven one

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :16,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1010.64  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.64%):  67.09 USD,BALANCE DUE : 1037.71 USD,"Total in words:  one thousand and thirt-
y-seven point seven one",Template5_Instance60.json
"Buyer :Mia Ho
9784 Bryant Islands Suite 820
New Aaron, NM 98300 US
Tel:+(188)933-6456
Email:jacquelineharrison@example.org
Site:https://www.griffith.com/",Date: 15-Oct-2014,[],,Note:Total payment due in 14 days.,Invoice number INV/25-89/293,"Date: 15-Oct-2014

Invoice number INV/25-89/293
PO Number :03

Buyer :Mia Ho

9784 Bryant Islands Suite 820

New Aaron, NM 98300 US
Tel:+(188)933-6456
Email:jacquelineharrison@example.org
Site:https://www.griffith.com/

852607 Age. 98,04 294,12

SUB_TOTAL : 325.80 $
TAX:VAT (3.62%): 11.79 $
BALANCE DUE : 328.11 $

Total in words: three hundred and twen-
ty-eight point one one

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :03,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 325.80  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.62%):  11.79 $,BALANCE DUE : 328.11 $,"Total in words:  three hundred and twen-
ty-eight point one one",Template5_Instance61.json
"Buyer :Michael Taylor
51500 Brian Crescent Apt. 053
East Jonathan, NC 86656 US
Tel:+(245)645-4056
Email:wstephens@example.com
Site:https://watson.org/",Invoice Date: 01-Mar-2005,[],,Thank you for choosing us!,Invoice number 9739-899,"Invoice Date: 01-Mar-2005

Invoice number 9739-899
PO Number :86

Buyer :Michael Taylor

51500 Brian Crescent Apt. 053
East Jonathan, NC 86656 US
Tel:+(245)645-4056
Email:wstephens@example.com
Site:https://watson.org/

510200 Eight. 80.47 241.41

198053 Matter foreign clear. 80.53 161.06
}6.00 | 944735 Machine rich much. 95.42 572.52

SUB_TOTAL : 974.99 USD
TAX:VAT (6.39%): 62.25 USD
BALANCE DUE : 988.78 USD

Total in words: nine hundred and eighty-
-eight point seven eight

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :86,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 974.99  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.39%):  62.25 USD,BALANCE DUE : 988.78 USD,"Total in words:  nine hundred and eighty-
-eight point seven eight",Template5_Instance62.json
"Buyer :Andrew Lewis
614 Megan Bypass Apt. 605
Jameshaven, NH 47437 US
Tel:+(069)321-0411
Email:okirk@example.org
Site:http://www.haley.com/",Date: 30-Oct-1994,[],,Thank you for your business!,INVOICE # INV/79-87/090,"Date: 30-Oct-1994

INVOICE # INV/79-87/090
PO Number :35

Buyer :Andrew Lewis

614 Megan Bypass Apt. 605
Jameshaven, NH 47437 US
Tel:+(069)321-0411
Email:okirk@example.org
Site:http://www.haley.com/

423487 True against learn. 69.33 138.66

SUB_TOTAL : 678.00 EUR
TAX:VAT (6.97%): 47.27 EUR
BALANCE DUE : 699.03 EUR

Total in words: six hundred and ninety-
-nine point zero three

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :35,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 678.00  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.97%):  47.27 EUR,BALANCE DUE : 699.03 EUR,"Total in words:  six hundred and ninety-
-nine point zero three",Template5_Instance63.json
"Bill to:Benjamin Mclaughlin
298 Gomez Land Apt. 535
Jesuston, NM 70388 US
Tel:+(247)280-7288
Email:sharon25@example.com
Site:https://www.brown.com/",Date: 21-Jul-2018,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 9Y6M8d-108,"Date: 21-Jul-2018

INVOICE # 9Y6M8d-108
PO Number :29

Bill to:Benjamin Mclaughlin
298 Gomez Land Apt. 535
Jesuston, NM 70388 US
Tel:+(247)280-7288
Email:sharon25@example.com
Site:https://www.brown.com/

853167 Federal inside. 44.88 224,40
897514 Prevent executive remember enter. 32.19 128.76

}6.00 | 353534 Defense difference support. 21.05 426.30
420179 Wind lead. 14.87 59.48

SUB_TOTAL : 578.12 EUR
TAX:VAT (4.62%): 26.73 EUR
BALANCE DUE : 580.92 EUR

Total in words: five hundred and ei-
ghty point nine two

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :29,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 578.12  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.62%):  26.73 EUR,BALANCE DUE : 580.92 EUR,"Total in words:  five hundred and ei-
ghty point nine two",Template5_Instance64.json
"Buyer :Clifford Perry
2707 Stephanie Forge
South John, DE 90116 US
Tel:+(778)620-5888
Email:cpowers@example.com
Site:http://brown.com/",Invoice Date: 04-Sep-2018,[],,Note:Total payment due in 14 days.,Invoice number 6Y6M6d-698,"Invoice Date: 04-Sep-2018

Invoice number 6Y6M6d-698
PO Number :19

Buyer :Clifford Perry

2707 Stephanie Forge

South John, DE 90116 US
Tel:+(778)620-5888
Email:cpowers@example.com
Site:http://brown.com/

886824 Hit condition. 20.52 402.60

557424 Able notice politics. 59.26 237.04

SUB_TOTAL : 339.64 $
TAX:VAT (6.18%): 21.00 $
BALANCE DUE : 357.11 $

Total in words: three hundred and fif-
ty-seven point one one

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :19,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 339.64  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.18%):  21.00 $,BALANCE DUE : 357.11 $,"Total in words:  three hundred and fif-
ty-seven point one one",Template5_Instance65.json
"Bill to:Christian Chang
29059 Melissa Trail Suite 831
New Lauraport, GA 17851 US
Tel:+(525)426-1527
Email:william05@example.net
Site:https://www.garcia.biz/",Date: 02-Nov-2019,[],,Thank you for your business!,INVOICE # INV/38-30/289,"Date: 02-Nov-2019

INVOICE # INV/38-30/289
PO Number :95

Bill to:Christian Chang

29059 Melissa Trail Suite 831
New Lauraport, GA 17851 US
Tel:+(525)426-1527
Email:william05@example.net
Site:https://www.garcia.biz/

SUB_TOTAL : 989.24 EUR
TAX:VAT (4.65%): 46.01 EUR
BALANCE DUE : 989.65 EUR

Total in words: nine hundred and eigh-
ty-nine point six five

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :95,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 989.24  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.65%):  46.01 EUR,BALANCE DUE : 989.65 EUR,"Total in words:  nine hundred and eigh-
ty-nine point six five",Template5_Instance66.json
"Bill to:Erin Moody
720 Kevin Isle
New Tammyview, CO 03291 US
Tel:+(477)606-2987
Email:stevenspatty@example.org
Site:https://richmond.com/",Date: 30-Jun-2013,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/44-37/195,"Date: 30-Jun-2013

INVOICE # INV/44-37/195
PO Number :85

Bill to:Erin Moody

720 Kevin Isle

New Tammyview, CO 03291 US
Tel:+(477)606-2987
Email:stevenspatty@example.org
Site:https://richmond.com/

180901 Company bad woman. 94.09 188.18
418300 Attack center. 96.74 386.96
}6.00 | 541185 Maintain she important. 40.34 242.04

SUB_TOTAL : 1456.41 EUR
TAX:VAT (5.09%): 74.09 EUR
BALANCE DUE : 1496.57 EUR

Total in words: one thousand, four hundred an-
d ninety-six point five seven

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :85,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1456.41  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.09%):  74.09 EUR,BALANCE DUE : 1496.57 EUR,"Total in words:  one thousand, four hundred an-
d ninety-six point five seven",Template5_Instance67.json
"Bill to:Allison Banks
5623 Moody Junction Apt. 000
East Tina, NY 49227 US
Tel:+(242)506-2245
Email:richardpowell@example.com
Site:http://www.williams-travis.com/",Date: 09-Oct-2001,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 9128-313,"Date: 09-Oct-2001

INVOICE # 9128-313
PO Number :05

Bill to:Allison Banks

5623 Moody Junction Apt. 000

East Tina, NY 49227 US
Tel:+(242)506-2245
Email:richardpowell@example.com
Site:http://www.williams-travis.com/

409303 Available fill. 65.76 65.76

369678 To authority. 71.85 71.85
037063 Business deal hope. 88.26 441,30

SUB_TOTAL : 757.13 $
TAX:VAT (5.12%): 38.74 $
BALANCE DUE : 786.25 $

Total in words: seven hundred and eig-
hty-six point two five

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :05,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 757.13  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.12%):  38.74 $,BALANCE DUE : 786.25 $,"Total in words:  seven hundred and eig-
hty-six point two five",Template5_Instance68.json
"Buyer :Caitlyn Smith
091 Le Cape Apt. 895
East Michaelstad, WI 31932 US
Tel:+(444)271-0689
Email:frivera@example.org
Site:https://smith-wiggins.com/",Invoice Date: 01-Feb-2017,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 6589-324,"Invoice Date: 01-Feb-2017

INVOICE ID 6589-324
PO Number :81

Buyer :Caitlyn Smith

091 Le Cape Apt. 895

East Michaelstad, WI 31932 US
Tel:+(444)271-0689
Email:frivera@example.org
Site:https://smith-wiggins.com/

166014 Style picture room. 88.64 177.28

417022 Change follow voice. 71.18 213.54

SUB_TOTAL : 390.82 $
TAX:VAT (6.81%): 26.60 $
BALANCE DUE : 397.88 $

Total in words: three hundred and ninety-
-seven point eight eight

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :81,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 390.82  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.81%):  26.60 $,BALANCE DUE : 397.88 $,"Total in words:  three hundred and ninety-
-seven point eight eight",Template5_Instance69.json
"Buyer :Alicia Wu
3749 Hamilton Meadow Suite 617
Vanessafort, WV 39715 US
Tel:+(989)367-2152
Email:jerrygibbs@example.com
Site:http://www.pearson-leon.biz/",Invoice Date: 08-Oct-2006,[],,Note:Total payment due in 14 days.,INVOICE ID 5Y9M7d-605,"Invoice Date: 08-Oct-2006

INVOICE ID 5Y9M7d-605
PO Number :73

Buyer :Alicia Wu

3749 Hamilton Meadow Suite 617
Vanessafort, WV 39715 US
Tel:+(989)367-2152
Email:jerrygibbs@example.com
Site:http://www.pearson-leon.biz/

16.00 | 648031 Agency create nature. 43.46 260.76

SUB_TOTAL : 550.96 USD
TAX:VAT (6.75%): 37.17 USD
BALANCE DUE : 580.25 USD

Total in words: five hundred and ei-
ghty point two five

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :73,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 550.96  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.75%):  37.17 USD,BALANCE DUE : 580.25 USD,"Total in words:  five hundred and ei-
ghty point two five",Template5_Instance7.json
"Buyer :Nicholas Bailey
645 Monica Radial Suite 839
Jamesshire, IA 17429 US
Tel:+(348)299-7446
Email:meyersangela@example.net
Site:https://frazier.com/",Date: 08-Nov-1998,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV85922949,"Date: 08-Nov-1998

Invoice number INV85922949
PO Number :04

Buyer :Nicholas Bailey

645 Monica Radial Suite 839
Jamesshire, IA 17429 US
Tel:+(348)299-7446
Email:meyersangela@example.net
Site:https://frazier.com/

700742 Cost author particularly. 30.05 450.25
l6.00 | 566141 First data father. 99.62 597.72

SUB_TOTAL : 1212.77 $
TAX:VAT (6.30%): 76.38 $
BALANCE DUE : 1230.57 $

Total in words: one thousand, two hundred -
and thirty point five seven

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :04,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1212.77  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.30%):  76.38 $,BALANCE DUE : 1230.57 $,"Total in words:  one thousand, two hundred -
and thirty point five seven",Template5_Instance70.json
"Buyer :Collin Harrell
67845 Davis Shore Apt. 462
Nancymouth, TN 76864 US
Tel:+(557)592-6735
Email:gfrank@example.com
Site:http://www.harmon.com/",Date: 31-Oct-1993,[],,Note:Total payment due in 14 days.,INVOICE # INV/23-91/837,"Date: 31-Oct-1993

INVOICE # INV/23-91/837
PO Number :73

Buyer :Collin Harrell

67845 Davis Shore Apt. 462
Nancymouth, TN 76864 US
Tel:+(557)592-6735
Email:gfrank@example.com
Site:http://www.harmon.com/

369205 Shake simple budget. 76.50 382.50

020399 Hair relationship example. 78.77 78.77
055533 Evidence pull. 76.06 380.30

SUB_TOTAL : 841.57 EUR
TAX:VAT (5.60%): 47.11 EUR
BALANCE DUE : 851.06 EUR

Total in words: eight hundred and fif-
ty-one point zero six

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :73,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 841.57  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.60%):  47.11 EUR,BALANCE DUE : 851.06 EUR,"Total in words:  eight hundred and fif-
ty-one point zero six",Template5_Instance71.json
