BUYER,DATE,DISCOUNT,DUE_DATE,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,LOGO,NOTE,OTHER,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SUB_TOTAL,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"Buyer :Angela Wilson
14425 Thomas Circle
North Tonyamouth, TN 59517 US
Tel:+(969)127-3134
Email:fordangel@example.net
Site:https://woods.com/",Invoice Date: 11-May-2013,DISCOUNT(4.01%): (-)  12.48,Due Date : 21-May-2016,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Invoice Date: 11-May-2013
Due Date : 21-May-2016
PO Number :99

Address:16424 Timothy Mission Buyer :Angela Wilson
Markville, AK 58294 US 14425 Thomas Circle

North Tonyamouth, TN 59517 US
Email:melvind0@example.net Tel:+(969)127-3134
sleekbill in Email:fordangel@example.net
(GSTIN: 12345670 00070007 Site:https://woods.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Kind start something. 1.00

Activity modern. 2.00

Season network. 1.00

Available. 5.00

Total in words: three hundred and t-
welve point one two

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 11883890

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 311.26 USD

DISCOUNT(4.01%): (-) 12.48
TAX:VAT (4.18%): 13.03 USD

TOTAL : 312.12 USD
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  11883890
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 311.26  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.18%):  13.03 USD,COMMERCIAL INVOICE,TOTAL : 312.12 USD,"Total in words:  three hundred and t-
welve point one two",Template1_Instance107.json
"Bill to:Crystal Beck
9890 Mcdonald Parks
Nicholeport, MO 02536 US
Tel:+(752)892-6097
Email:ewashington@example.com
Site:https://foley-hodges.info/",Invoice Date: 22-May-2013,DISCOUNT(3.79%): (-)  12.31,Due Date : 31-Jan-2011,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Invoice Date: 22-May-2013
Due Date : 31-Jan-2011
PO Number :03

Address:16424 Timothy Mission Bill to:Crystal Beck
Markville, AK 58294 US 9890 Mcdonald Parks

Nicholeport, MO 02536 US
Email:melvind0@example.net Tel:+(752)892-6097
sleekbill in Email:ewashington@example.com
(GSTIN: 12345670 00070007 Site:https://foley-hodges.info/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Debate. 3.00

Serious behind name. 3.00

Accept instead culture. 4.00

From. 3.00

Culture create western stuff. 1.00

Total in words: three hundred and thir-

ty-four point zero six SUB_TOTAL : 324.71 USD
Bank Name State Bank of California DISCOUNT(3.79%): (-) 12.31
Branch Name Raf CAMP TAX:VAT (4.89%): 15.88 USD

Bank Account Number 13133219
Bank Swift Code SBININBB250
TOTAL : 334.06 USD

Note:Total payment due in 14 days.
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  13133219
Bank Swift Code      SBININBB250",PO Number :03,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 324.71  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.89%):  15.88 USD,INVOICE,TOTAL : 334.06 USD,"Total in words:  three hundred and thir-
ty-four point zero six",Template1_Instance108.json
"Buyer :Cheryl Hawkins
8569 Woods Drive Apt. 239
Ericastad, WY 82917 US
Tel:+(187)657-2210
Email:michellemorales@example.net
Site:https://rodriguez.com/",Date: 03-Jan-2015,DISCOUNT(4.23%): (-)  31.95,Due Date : 23-Mar-1999,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

INVOICE

Date: 03-Jan-2015
Due Date : 23-Mar-1999
PO Number :24

Buyer :Cheryl Hawkins

8569 Woods Drive Apt. 239
Ericastad, WY 82917 US
Tel:+(187)657-2210
Email:michellemorales@example.net
Site:https://rodriguez.com/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Agree.

6.00

Allow lay care.

5.00

Wonder author former.

2.00

Total in words: seven hundred and forty-
-eight point three eight

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 17938157

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 755.30 USD

DISCOUNT(4.23%): (-) 31.95
TAX:VAT (3.67%): 27.75 USD

TOTAL : 748.38 USD
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  17938157
Bank Swift Code      SBININBB250",PO Number :24,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 755.30  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.67%):  27.75 USD,INVOICE,TOTAL : 748.38 USD,"Total in words:  seven hundred and forty-
-eight point three eight",Template1_Instance109.json
"Buyer :Janice Nguyen
193 Troy Radial
Crossborough, NV 81506 US
Tel:+(908)834-1601
Email:johnsonkarina@example.org
Site:http://livingston.com/",Invoice Date: 11-Aug-2017,DISCOUNT(4.43%): (-)  12.7,Due Date : 23-May-2000,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Invoice Date: 11-Aug-2017
Due Date : 23-May-2000
PO Number :99

Address:16424 Timothy Mission Buyer :Janice Nguyen
Markville, AK 58294 US 193 Troy Radial

Crossborough, NV 81506 US
Email:melvind0@example.net Tel:+(908)834-1601
sleekbill in Email:johnsonkarina@example.org
(GSTIN: 12345670 00070007 Site:http://livingston.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Gas. 1.00

Couple wide election. 2.00

Right school step. 2.00

Total in words: two hundred and nine-
ty-one point six nine

Bank Name State Bank of Texas
Branch Name Raf CAMP

Bank Account Number 18865073
Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 286.76 $

DISCOUNT(4.43%): (-) 12.7
TAX:VAT (5.35%): 15.34 $

TOTAL : 291.69 $
","Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  18865073
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 286.76  $,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.35%):  15.34 $,INVOICE,TOTAL : 291.69 $,"Total in words:  two hundred and nine-
ty-one point six nine",Template1_Instance11.json
"Bill to:Cathy Peterson
5569 Dunn Ferry Apt. 021
Andrewview, NH 92778 US
Tel:+(662)466-0405
Email:jgomez@example.net
Site:https://oconnor.biz/",Invoice Date: 10-Feb-2019,DISCOUNT(3.83%): (-)  21.57,Due Date : 18-Mar-2001,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"TAX INVOICE

Invoice Date: 10-Feb-2019
Due Date : 18-Mar-2001
PO Number :10

Address:16424 Timothy Mission Bill to:Cathy Peterson

Markville, AK 58294 US 5569 Dunn Ferry Apt. 021
Andrewview, NH 92778 US

Email:melvind0@example.net Tel:+(662)466-0405

sleekbill in Email:jgomez@example.net

(GSTIN: 12345670 00070007 Site:https://oconnor.biz/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Once low age base. 4.00

Finish indeed feeling. 1.00

Step return. 1.00

Away. 5.00
Wind bring. 1.00

Total in words: five hundred and sevent-

y-two point three three SUB_TOTAL : 563.12 $
Bank Name Central Bank of England DISCOUNT(3.83%): (-) 21.57
Branch Name Raf CAMP TAX:VAT (3.47%): 19.52 $

Bank Account Number 10624895
Bank Swift Code SBININBB250
TOTAL : 572.33 $

Thank you for your business!
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  10624895
Bank Swift Code      SBININBB250",PO Number :10,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 563.12  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.47%):  19.52 $,TAX INVOICE,TOTAL : 572.33 $,"Total in words:  five hundred and sevent-
y-two point three three",Template1_Instance110.json
"Buyer :Cheryl Brown
5147 Michelle Mall Suite 662
West Donaldville, NE 51677 US
Tel:+(231)241-1554
Email:joseph84@example.org
Site:https://www.good-mills.com/",Date: 22-May-2009,DISCOUNT(1.79%): (-)  11.0,Due Date : 15-May-2012,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Date: 22-May-2009
Due Date : 15-May-2012
PO Number :72

Address:16424 Timothy Mission Buyer :Cheryl Brown

Markville, AK 58294 US 5147 Michelle Mall Suite 662
West Donaldville, NE 51677 US

Email:melvind0@example.net Tel: +(231)241-1554

sleekbill in Email:joseph84@example.org

(GSTIN: 12345670 00070007 Site:https://www.good-mills.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Enjoy understand particular. 5.00

Reality water light. 3.00

Total in words: six hundred and fort-

y-one point seven one

Bank Name Central Bank of California
Branch Name Raf CAMP

Bank Account Number 19761845

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 614.49 USD

DISCOUNT(1.79%): (-) 11.0
TAX:VAT (6.07%): 37.30 USD

TOTAL : 641.71 USD
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  19761845
Bank Swift Code      SBININBB250",PO Number :72,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 614.49  USD,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.07%):  37.30 USD,TAX INVOICE,TOTAL : 641.71 USD,"Total in words:  six hundred and fort-
y-one point seven one",Template1_Instance111.json
"Bill to:Ray Davis
452 Strong Shoals
West Samantha, OH 40926 US
Tel:+(087)543-3832
Email:pollardregina@example.net
Site:https://jones.com/",Date: 21-Feb-2020,DISCOUNT(3.67%): (-)  25.59,Due Date : 05-Oct-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

ITEMS

INVOICE

Date: 21-Feb-2020
Due Date : 05-Oct-2019
PO Number :30

Bill to:Ray Davis

452 Strong Shoals

West Samantha, OH 40926 US
Tel:+(087)543-3832
Email:pollardregina@example.net
Site:https://jones.com/

GSTIN: OG@AAMFCO376K124

QUANTITY

Family professional likely.

6.00

Big near live.

2.00

Every others item.

4.00

Woman wall hit.

2.00

2.00

Find year cell.

Total in words: seven hundred and th-
irty point seven two

Bank Name Central Bank of USA
Branch Name Raf CAMP

Bank Account Number 15325482
Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 697.36 $

DISCOUNT(3.67%): (-) 25.59
TAX:VAT (5.86%): 40.89 $

TOTAL : 730.72 $
","Bank Name           Central Bank of USA
Branch Name          Raf CAMP
Bank Account Number  15325482
Bank Swift Code      SBININBB250",PO Number :30,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 697.36  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.86%):  40.89 $,INVOICE,TOTAL : 730.72 $,"Total in words:  seven hundred and th-
irty point seven two",Template1_Instance112.json
"Bill to:April Clay
2926 Mark Divide Suite 529
West Blake, VT 74736 US
Tel:+(886)174-7011
Email:deandavis@example.net
Site:https://ramirez.com/",Date: 07-Feb-1998,DISCOUNT(1.82%): (-)  19.34,Due Date : 22-Jun-2016,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

TAX INVOICE

Date: 07-Feb-1998
Due Date : 22-Jun-2016
PO Number :97

Bill to:April Clay

2926 Mark Divide Suite 529
West Blake, VT 74736 US
Tel:+(886)174-7011
Email:deandavis@example.net
Site:https://ramirez.com/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Parent until debate.

6.00

Body rest | someone.

2.00

Picture rate seek.

5.00

Able piece radio.

2.00

Hand than east.

4.00

Total in words: one thousand and ni-
nety-nine point five

Bank Name State Bank of Texas
Branch Name Raf CAMP

Bank Account Number 16589670
Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 1062.43 EUR

DISCOUNT(1.82%): (-) 19.34
TAX:VAT (6.95%): 73.83 EUR

TOTAL : 1099.50 EUR
","Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  16589670
Bank Swift Code      SBININBB250",PO Number :97,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1062.43  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.95%):  73.83 EUR,TAX INVOICE,TOTAL : 1099.50 EUR,"Total in words:  one thousand and ni-
nety-nine point five",Template1_Instance113.json
"Buyer :Wanda Cox
12747 Katie Station
Thompsonberg, NJ 54670 US
Tel:+(002)538-1949
Email:davidsonrobert@example.com
Site:https://www.petersen.com/",Invoice Date: 14-Oct-2021,DISCOUNT(2.4%): (-)  35.34,Due Date : 28-Sep-2018,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Invoice Date: 14-Oct-2021
Due Date : 28-Sep-2018
PO Number :01

Address:16424 Timothy Mission Buyer :Wanda Cox
Markville, AK 58294 US 12747 Katie Station

Thompsonberg, NJ 54670 US
Email:melvind0@example.net Tel:+(002)538-1949
sleekbill in Email:davidsonrobert@example.com
(GSTIN: 12345670 00070007 Site:https://www.petersen.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Suggest dinner. 4.00

Blue history owner. 6.00

Stock measure. 3.00

Other interest public. 6.00

Cost also actually. 5.00

Total in words: one thousand, five hundred-

and forty point eight five SUB_TOTAL : 1472.62 EUR
Bank Name Central Bank of Texas DISCOUNT(2.4%): (-) 35.34
Branch Name Raf CAMP TAX:VAT (5.66%): 83.40 EUR

Bank Account Number 15290172
Bank Swift Code SBININBB250
TOTAL : 1540.85 EUR

Thank you for choosing us!
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  15290172
Bank Swift Code      SBININBB250",PO Number :01,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1472.62  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.66%):  83.40 EUR,INVOICE,TOTAL : 1540.85 EUR,"Total in words:  one thousand, five hundred-
and forty point eight five",Template1_Instance114.json
"Bill to:Courtney Soto
07526 Vargas Course Apt. 040
Jacobstad, MP 34229 US
Tel:+(863)858-4235
Email:jefferytorres@example.org
Site:https://www.gordon.com/",Invoice Date: 20-Aug-2001,DISCOUNT(4.03%): (-)  15.81,Due Date : 24-Oct-1993,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"COMMERCIAL INVOICE

Invoice Date: 20-Aug-2001
Due Date : 24-Oct-1993
PO Number :94

Address:16424 Timothy Mission Bill to:Courtney Soto

Markville, AK 58294 US 07526 Vargas Course Apt. 040
Jacobstad, MP 34229 US

Email:melvind0@example.net Tel:+(863)858-4235

sleekbill in Email:jefferytorres@example.org

(GSTIN: 12345670 00070007 Site:https://www.gordon.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Concern purpose. 5.00

Until relationship write. 4.00

Pretty not central. 1.00

Each own. 4.00

Total in words: four hundred and s-

ix point eight six

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 15266855

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 392.21 USD

DISCOUNT(4.03%): (-) 15.84
TAX:VAT (6.14%): 24.10 USD

TOTAL : 406.86 USD
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  15266855
Bank Swift Code      SBININBB250",PO Number :94,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 392.21  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.14%):  24.10 USD,COMMERCIAL INVOICE,TOTAL : 406.86 USD,"Total in words:  four hundred and s-
ix point eight six",Template1_Instance115.json
"Buyer :Jasmine Davis
911 Wallace Camp Suite 905
New Lindahaven, PW 51031 US
Tel:+(810)203-4116
Email:vbarnes@example.org
Site:https://ortiz.com/",Invoice Date: 18-Apr-2019,DISCOUNT(3.82%): (-)  22.64,Due Date : 06-Dec-1997,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"COMMERCIAL INVOICE

Invoice Date: 18-Apr-2019
Due Date : 06-Dec-1997
PO Number :94

Address:16424 Timothy Mission Buyer :Jasmine Davis

Markville, AK 58294 US 911 Wallace Camp Suite 905
New Lindahaven, PW 51031 US

Email:melvind0@example.net Tel:+(810)203-4116

sleekbill in Email:vbarnes@example.org

(GSTIN: 12345670 00070007 Site:https://ortiz.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Attack water. 1.00

Stuff choice. 4.00

Offer today over. 6.00

Total in words: five hundred and nin-
ety point nine three

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 18582412

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 592.65 EUR

DISCOUNT(3.82%): (-) 22.64
TAX:VAT (4.33%): 25.66 EUR

TOTAL : 590.93 EUR
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18582412
Bank Swift Code      SBININBB250",PO Number :94,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 592.65  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.33%):  25.66 EUR,COMMERCIAL INVOICE,TOTAL : 590.93 EUR,"Total in words:  five hundred and nin-
ety point nine three",Template1_Instance116.json
"Buyer :Jason Pena
043 Lee Haven Apt. 140
Bergtown, RI 94535 US
Tel:+(028)833-4920
Email:david19@example.org
Site:http://www.mccoy.com/",Invoice Date: 22-Apr-2002,DISCOUNT(4.59%): (-)  18.49,Due Date : 21-Oct-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Invoice Date: 22-Apr-2002
Due Date : 21-Oct-2019
PO Number :21

Address:16424 Timothy Mission Buyer :Jason Pena

Markville, AK 58294 US 043 Lee Haven Apt. 140
Bergtown, RI 94535 US

Email:melvind0@example.net Tel:+(028)833-4920

sleekbill in Email:david19@example.org

(GSTIN: 12345670 00070007 Site:http://www.mccoy.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Term foot. 4.00

Whose head subject. 1.00

Interview walk. 4.00

Phone article. 5.00

Total in words: four hundred and t-

en point zero nine

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 12221993

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 402.81 EUR

DISCOUNT(4.59%): (-) 18.49
TAX:VAT (3.70%): 14.89 EUR

TOTAL : 410.09 EUR
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  12221993
Bank Swift Code      SBININBB250",PO Number :21,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 402.81  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.70%):  14.89 EUR,TAX INVOICE,TOTAL : 410.09 EUR,"Total in words:  four hundred and t-
en point zero nine",Template1_Instance117.json
"Bill to:John Frederick
44990 Kevin Coves
East Nathan, MH 20565 US
Tel:+(246)174-5374
Email:heather60@example.org
Site:https://www.russell.net/",Invoice Date: 10-Aug-2015,DISCOUNT(1.3%): (-)  9.01,Due Date : 08-Dec-1995,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 10-Aug-2015
Due Date : 08-Dec-1995
PO Number :65

Address:16424 Timothy Mission Bill to:John Frederick
Markville, AK 58294 US 44990 Kevin Coves

East Nathan, MH 20565 US
Email:melvind0@example.net Tel:+(246)174-5374
sleekbill in Email:heather60@example.org
(GSTIN: 12345670 00070007 Site:https://www.russell.net/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Relationship conference. 5.00

Service behind surface. 2.00

Meeting. 4.00

Suggest food. 6.00

Total in words: seven hundred and t-

wo point seven five

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 18023691

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 693.05 $

DISCOUNT(1.3%): (-) 9.01
TAX:VAT (3.64%): 25.22 $

TOTAL : 702.75 $
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  18023691
Bank Swift Code      SBININBB250",PO Number :65,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 693.05  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.64%):  25.22 $,TAX INVOICE,TOTAL : 702.75 $,"Total in words:  seven hundred and t-
wo point seven five",Template1_Instance118.json
"Bill to:Wendy Drake
756 Claire Inlet Suite 825
Samanthaview, MT 70815 US
Tel:+(845)461-8730
Email:tiffany03@example.net
Site:https://moore-navarro.biz/",Invoice Date: 06-Apr-2016,DISCOUNT(1.48%): (-)  9.57,Due Date : 14-Jun-2004,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

TAX INVOICE

Invoice Date: 06-Apr-2016
Due Date : 14-Jun-2004
PO Number :72

Bill to:Wendy Drake

756 Claire Inlet Suite 825
Samanthaview, MT 70815 US
Tel:+(845)461-8730
Email:tiffanyO3@example.net
Site:https://moore-navarro.biz/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Class charge ok somebody.

2.00

Rather financial.

3.00

Require card.

3.00

Control nature.

6.00

Several build instead.

5.00

Total in words: six hundred and forty-
-nine point six eight

Bank Name Central Bank of Texas
Branch Name Raf CAMP

Bank Account Number 17045952

Bank Swift Code SBININBB250

Note: All payments to be made in cash.

Contact us for queries on these quotations.

SUB_TOTAL : 646.73 USD

DISCOUNT(1.48%): (-) 9.57
TAX:VAT (3.90%): 25.20 USD

TOTAL : 649.68 USD
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  17045952
Bank Swift Code      SBININBB250",PO Number :72,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 646.73  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.90%):  25.20 USD,TAX INVOICE,TOTAL : 649.68 USD,"Total in words:  six hundred and forty-
-nine point six eight",Template1_Instance119.json
"Buyer :David Aguirre
917 Mcclain Streets Apt. 451
Moralesburgh, FM 84325 US
Tel:+(221)488-0938
Email:rsmith@example.net
Site:http://www.morton.com/",Invoice Date: 18-Mar-2001,DISCOUNT(2.82%): (-)  6.42,Due Date : 09-Sep-2010,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Invoice Date: 18-Mar-2001
Due Date : 09-Sep-2010
PO Number :49

Address:16424 Timothy Mission Buyer :David Aguirre

Markville, AK 58294 US 917 Mcclain Streets Apt. 451
Moralesburgh, FM 84325 US

Email:melvind0@example.net Tel:+(221)488-0938

sleekbill in Email:rsmith@example.net

(GSTIN: 12345670 00070007 Site:http://www.morton.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Arrive situation paper bill. 1.00

Change what. 4.00

Total in words: two hundred and thirt-
y-four point eight two

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 13551954

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 227.73 EUR

DISCOUNT(2.82%): (-) 6.42
TAX:VAT (4.34%): 9.89 EUR

TOTAL : 234.82 EUR
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  13551954
Bank Swift Code      SBININBB250",PO Number :49,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 227.73  EUR,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.34%):  9.89 EUR,TAX INVOICE,TOTAL : 234.82 EUR,"Total in words:  two hundred and thirt-
y-four point eight two",Template1_Instance12.json
