BILL_TO,DATE,DISCOUNT,DUE_DATE,INVOICE_INFO,LOGO,NOTE,OTHER,SELLER_ADDRESS,SELLER_NAME,SUB_TOTAL,TABLE,TITLE,TOTAL,_source_file
"BILL_TO:
Kim Moore
18765 Taylor Land
New Jessica, AL 94892 US
Tel:+(565)294-4448
Email:uhernandez@example.org
Site:http://www.love.com/",Date: 02-Feb-2005,DISCOUNT(2.34%): (-)  2.2,Due Date : 22-Jan-2020,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Kim Moore

18765 Taylor Land

New Jessica, AL 94892 US
Tel:+(565)294-4448
Email:uhernandez@example.org
Site:http://www.love.com/

TOTAL : 95.48 $

Due Date : 22-Jan-2020

Date: 02-Feb-2005

Description QUANTITY PRICE
Management. 1.00 $63.03
Throughout. 1.00 $30.98

SUB_TOTAL : 94.01 $
DISCOUNT(2.34%): (-) 2.2

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 94.01  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 95.48 $,Template4_Instance117.json
"BILL_TO:
Raymond Estrada
98461 Hill Plains Suite 260
Loveville, NE 96163 US
Tel:+(347)786-9635
Email:mary81@example.net
Site:http://knight.com/",Date: 24-Nov-2010,DISCOUNT(2.65%): (-)  17.2,Due Date : 26-Jun-2006,[],,Note:Total payment due in 14 days.,"INVOICE

BILL_TO:

Raymond Estrada

98461 Hill Plains Suite 260
Loveville, NE 96163 US
Tel:+(347)786-9635
Email:mary81@example.net
Site:http://knight.com/

tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TOTAL : 645.90 EUR

Due Date : 26-Jun-2006

Date: 24-Nov-2010

Description QUANTITY PRICE
Market know. 3.00 $29.63
Necessary certainly record. 6.00 $93.33

SUB_TOTAL : 648.87 EUR
DISCOUNT(2.65%): (-) 17.2

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 648.87  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 645.90 EUR,Template4_Instance118.json
"BILL_TO:
Michelle Anderson
683 Jennifer Pike Suite 130
North Aaronmouth, NC 31265 US
Tel:+(511)699-3180
Email:cynthia27@example.net
Site:http://www.hurley-nichols.com/",Invoice Date: 25-Sep-2018,DISCOUNT(4.17%): (-)  20.3,Due Date : 15-Dec-2016,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 489.57 EUR
BILL_TO:
Michelle Anderson
683 Jennifer Pike Suite 130 Due Date : 15-Dec-2016

North Aaronmouth, NC 31265 US
Tel:+(511)699-3180
Email:cynthia27@example.net
Site:http://www.hurley-nichols.com/

Invoice Date: 25-Sep-2018

Description QUANTITY PRICE
Special someone religious. 4.00 $34.54
Black against industry. 2.00 $24.50
Each. 2.00 $27.80
However glass. 3.00 $81.37

SUB_TOTAL : 486.87 EUR
DISCOUNT(4.17%): (-) 20.3

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 486.87  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 489.57 EUR,Template4_Instance119.json
"BILL_TO:
Emily Weber
120 Riddle Crescent
Patriciashire, KY 03362 US
Tel:+(808)384-7392
Email:josephholmes@example.org
Site:https://www.casey.com/",Date: 27-Aug-1999,DISCOUNT(1.6%): (-)  3.9,Due Date : 24-Dec-1999,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 252.14 EUR
BILL_TO:
Emily Weber
120 Riddle Crescent Due Date : 24-Dec-1999

Patriciashire, KY 03362 US
Tel:+(808)384-7392
Email:josephholmes@example.org
Site:https://www.casey.com/

Date: 27-Aug-1999

Description QUANTITY PRICE
Brother fund. 6.00 $12.84
Parent week. 1.00 $41.47
Notice base positive. 5.00 $1.38
Daughter doctor song. 5.00 $6.50
Second line economy. 1.00 $85.75

SUB_TOTAL : 243.66 EUR
DISCOUNT(1.6%): (-) 3.9

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 243.66  EUR,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 252.14 EUR,Template4_Instance12.json
"BILL_TO:
Angela Johnston
24134 Adam Isle Apt. 123
Lake Janetchester, ND 24696 US
Tel:+(795)818-1446
Email:fbennett@example.com
Site:https://www.wagner-gonzalez.com/",Invoice Date: 12-Mar-1998,DISCOUNT(4.8%): (-)  7.77,Due Date : 12-Nov-2009,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 162.69 $
BILL_TO:
Angela Johnston
24134 Adam Isle Apt. 123 Due Date : 12-Nov-2009

Lake Janetchester, ND 24696 US
Tel:+(795)818-1446
Email:fbennett@example.com
Site:https://www.wagner-gonzalez.com/

Invoice Date: 12-Mar-1998

Description QUANTITY PRICE
Cup law. 2.00 $1.57

Learn during. 1.00 $68.98
Store. 4.00 $22.44

SUB_TOTAL : 161.88 $
DISCOUNT(4.8%): (-) 7.77

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 161.88  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 162.69 $,Template4_Instance120.json
"BILL_TO:
Cheryl Nash
42995 Kelsey Hollow Apt. 317
New Shawnbury, MH 56418 US
Tel:+(271)473-0437
Email:woodshawn@example.com
Site:https://ellison.info/",Invoice Date: 03-Jul-1994,DISCOUNT(1.62%): (-)  6.1,Due Date : 21-Nov-2003,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Cheryl Nash

42995 Kelsey Hollow Apt. 317
New Shawnbury, MH 56418 US
Tel:+(271)473-0437

Email:woodshawn@example.com

Site:https://ellison.info/

TOTAL : 379.38 EUR

Due Date : 21-Nov-2003

Invoice Date: 03-Jul-1994

Description QUANTITY PRICE
Suggest wife experience may. 4.00 $41.48
Owner subject. 3.00 $70.26

SUB_TOTAL : 376.70 EUR
DISCOUNT(1.62%): (-) 6.1

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 376.70  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 379.38 EUR,Template4_Instance121.json
"BILL_TO:
Natasha Espinoza
126 Pamela Terrace
East Lindaport, TN 52393 US
Tel:+(255)147-9789
Email:mwillis@example.org
Site:https://www.martinez.com/",Invoice Date: 21-Sep-2014,DISCOUNT(1.62%): (-)  4.37,Due Date : 03-May-2021,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Natasha Espinoza

126 Pamela Terrace

East Lindaport, TN 52393 US
Tel:+(255)147-9789
Email:mwillis@example.org
Site:https://www.martinez.com/

TOTAL : 270.57 USD

Due Date : 03-May-2021

Invoice Date: 21-Sep-2014

Description QUANTITY PRICE
Natural have. 5.00 $36.74
Treat. 1.00 $30.87
Where never I. 6.00 $9.17

SUB_TOTAL : 269.59 USD
DISCOUNT(1.62%): (-) 4.37

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 269.59  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 270.57 USD,Template4_Instance122.json
"BILL_TO:
Lisa Hayes
91104 Ramos Parkways Apt. 296
North Andrea, NY 45253 US
Tel:+(480)032-5037
Email:william32@example.com
Site:http://www.hubbard.com/",Date: 17-Nov-2017,DISCOUNT(3.48%): (-)  10.72,Due Date : 04-Apr-2000,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 313.55 EUR
BILL_TO:
Lisa Hayes
91104 Ramos Parkways Apt. 296 Due Date : 04-Apr-2000

North Andrea, NY 45253 US
Tel:+(480)032-5037
Email:william32@example.com
Site:http:/www.hubbard.com/

Date: 17-Nov-2017

Description QUANTITY PRICE
Politics career. 3.00 $14.68
Along any. 2.00 $5.91

Hour they test. 4.00 $63.08

SUB_TOTAL : 308.18 EUR
DISCOUNT(3.48%): (-) 10.72

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 308.18  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 313.55 EUR,Template4_Instance123.json
"BILL_TO:
Jessica Weeks
9857 Oscar Mews Apt. 179
Jeffreyside, MO 81244 US
Tel:+(902)721-9792
Email:johnsonann@example.org
Site:https://www.davis.net/",Invoice Date: 28-Jul-2001,DISCOUNT(4.3%): (-)  5.88,Due Date : 08-Oct-2008,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 142.72 EUR
BILL_TO:
Jessica Weeks
9857 Oscar Mews Apt. 179 Due Date : 08-Oct-2008

Jeffreyside, MO 81244 US
Tel:+(902)721-9792
Email:johnsonann@example.org
Site:https://www.davis.net/

Invoice Date: 28-Jul-2001

Description QUANTITY PRICE
President interesting. 1.00 $56.74
Pay trouble page. 4.00 $20.01

SUB_TOTAL : 136.78 EUR
DISCOUNT(4.3%): (-) 5.88

Note:
This order is shipped through blue dart courier
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 136.78  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 142.72 EUR,Template4_Instance124.json
"BILL_TO:
Michelle Garcia
58288 Orr Drive
Lake Karenland, TX 57345 US
Tel:+(302)838-9481
Email:wfry@example.net
Site:http://floyd.com/",Date: 15-Nov-2008,DISCOUNT(2.63%): (-)  7.67,Due Date : 29-Jul-2008,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:
Michelle Garcia
58288 Orr Drive

Lake Karenland, TX 57345 US

Tel:+(302)838-9481

Email:wfry@example.net

Site:http://floyd.com/

TOTAL : 300.78 $

Due Date : 29-Jul-2008

Date: 15-Nov-2008

Description QUANTITY PRICE
Second ago stage. 2.00 $35.86
There across career. 6.00 $15.60
Usually action. 2.00 $6.65

Hour card such which. 3.00 $27.29
Deal research him. 2.00 $15.61

SUB_TOTAL : 291.71 $
DISCOUNT(2.63%): (-) 7.67

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 291.71  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 300.78 $,Template4_Instance125.json
"BILL_TO:
Richard Rice
95267 Palmer Prairie Apt. 736
New Marcia, NE 45024 US
Tel:+(443)131-0717
Email:carlsoncynthia@example.org
Site:https://trevino.net/",Invoice Date: 12-Aug-2010,DISCOUNT(1.97%): (-)  13.23,Due Date : 09-Mar-2006,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 676.15 USD
BILL_TO:
Richard Rice
95267 Palmer Prairie Apt. 736 Due Date : 09-Mar-2006

New Marcia, NE 45024 US
Tel:+(443)131-0717
Email:carlsoncynthia@example.org
Site:https://trevino.net/

Invoice Date: 12-Aug-2010

Description QUANTITY PRICE
Medical force key. 3.00 $79.95
Work simply. 2.00 $42.90
List. 2.00 $30.94
Western letter. 1.00 $10.43
Fire politics face foot. 6.00 $45.58

SUB_TOTAL : 671.44 USD
DISCOUNT(1.97%): (-) 13.23

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 671.44  USD,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 676.15 USD,Template4_Instance126.json
"BILL_TO:
Brittany Jones
968 Christian Cape
West Lawrenceton, SD 72613 US
Tel:+(112)081-4615
Email:tkane@example.org
Site:https://www.smith.net/",Date: 11-Sep-2005,DISCOUNT(4.84%): (-)  27.82,Due Date : 21-Dec-2001,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Brittany Jones

968 Christian Cape

West Lawrenceton, SD 72613 US
Tel:+(112)081-4615
Email:tkane@example.org
Site:https://www.smith.net/

TOTAL : 595.55 $

Due Date : 21-Dec-2001

Date: 11-Sep-2005

Description QUANTITY PRICE
Name yeah. 1.00 $38.92
Discussion center lose. 6.00 $7.92

Machine. 4.00 $30.66
College loss. 4.00 $91.45

SUB_TOTAL : 574.88 $
DISCOUNT(4.84%): (-) 27.82

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 574.88  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 595.55 $,Template4_Instance127.json
"BILL_TO:
Catherine Diaz
62815 Rebecca Road Apt. 247
Port Steven, DE 63355 US
Tel:+(814)735-8082
Email:evansrick@example.com
Site:https://green.net/",Invoice Date: 04-Dec-2011,DISCOUNT(1.49%): (-)  4.57,Due Date : 20-Nov-1996,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 318.18 EUR
BILL_TO:
Catherine Diaz
62815 Rebecca Road Apt. 247 Due Date : 20-Nov-1996

Port Steven, DE 63355 US
Tel:+(814)735-8082
Email:evansrick@example.com
Site:https://green.net/

Invoice Date: 04-Dec-2011

Description QUANTITY PRICE
Officer meeting. 6.00 $39.18
Strategy yes event. 4.00 $17.92

SUB_TOTAL : 306.76 EUR
DISCOUNT(1.49%): (-) 4.57

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 306.76  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 318.18 EUR,Template4_Instance128.json
"BILL_TO:
Arthur Smith
43838 Singleton Islands
Mitchellborough, MN 46270 US
Tel:+(646)867-9553
Email:michaelstrickland@example.com
Site:https://www.harrison-shepherd.com/",Date: 23-Nov-1999,DISCOUNT(1.41%): (-)  7.18,Due Date : 05-Jan-1998,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 528.74 $
BILL_TO:
Arthur Smith
43838 Singleton Islands Due Date : 05-Jan-1998

Mitchellborough, MN 46270 US
Tel:+(646)867-9553
Email:michaelstrickland@example.com
Site:https://www.harrison-shepherd.com/

Date: 23-Nov-1999

Description QUANTITY PRICE
Same important. 4.00 $52.45
Each ok issue. 4.00 $74.89

SUB_TOTAL : 509.36 $
DISCOUNT(1.41%): (-) 7.18

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 509.36  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 528.74 $,Template4_Instance129.json
"BILL_TO:
William Lopez
497 Dudley Flats Apt. 907
Fernandezhaven, PR 67327 US
Tel:+(184)931-2384
Email:vburch@example.net
Site:http://jimenez.com/",Invoice Date: 11-Dec-2020,DISCOUNT(1.02%): (-)  4.84,Due Date : 25-Jul-2003,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

William Lopez

497 Dudley Flats Apt. 907
Fernandezhaven, PR 67327 US
Tel:+(184)931-2384
Email:vburch@example.net
Site:http://jimenez.com/

TOTAL : 481.11 USD

Due Date : 25-Jul-2003

Invoice Date: 11-Dec-2020

Description QUANTITY PRICE
Her wind network. 6.00 $11.82
One close. 5.00 $27.89
Where test rich. 1.00 $27.76
Knowledge some where must. 5.00 $9.60

Firm ask. 2.00 $94.27

SUB_TOTAL : 474.67 USD
DISCOUNT(1.02%): (-) 4.84

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 474.67  USD,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 481.11 USD,Template4_Instance13.json
"BILL_TO:
Carolyn Hampton
28471 Jason Square
Jenniferton, ID 60199 US
Tel:+(104)512-4281
Email:mwong@example.com
Site:http://miller-taylor.com/",Date: 18-Aug-2007,DISCOUNT(1.65%): (-)  12.15,Due Date : 08-Oct-2003,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 761.20 $
BILL_TO:
Carolyn Hampton
28471 Jason Square Due Date : 08-Oct-2003

Jenniferton, ID 60199 US
Tel:+(104)512-4281
Email:mwong@example.com
Site:http://miller-taylor.com/

Date: 18-Aug-2007

Description QUANTITY PRICE
They along. 4.00 $75.92
Buy. 4.00 $78.29
Site process. 1.00 $17.48
Site usually. 2.00 $50.93

SUB_TOTAL : 736.18 $
DISCOUNT(1.65%): (-) 12.15

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 736.18  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 761.20 $,Template4_Instance130.json
"BILL_TO:
Grace Williams
72660 Robinson Harbor Apt. 705
Jeffreymouth, TX 99730 US
Tel:+(989)986-7286
Email:englishtodd@example.org
Site:https://www.edwards-munoz.info/",Invoice Date: 12-Dec-2019,DISCOUNT(1.89%): (-)  3.18,Due Date : 04-Nov-2007,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Grace Williams

72660 Robinson Harbor Apt. 705
Jeffreymouth, TX 99730 US
Tel:+(989)986-7286
Email:englishtodd@example.org
Site:https://www.edwards-munoz.info/

TOTAL : 173.08 USD

Due Date : 04-Nov-2007

Invoice Date: 12-Dec-2019

Description QUANTITY PRICE

Box when evidence. 3.00 $13.41

Lawyer. 1.00 $33.43

Bag firm. 3.00 $29.69

Gas different their. 1.00 $5.72
SUB_TOTAL : 168.45 USD
DISCOUNT(1.89%): (-) 3.18

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 168.45  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 173.08 USD,Template4_Instance131.json
"BILL_TO:
Virginia Sherman
2531 Haley Loaf Suite 733
Dennisberg, CA 65342 US
Tel:+(185)956-9016
Email:tamaraharris@example.com
Site:http://www.dominguez-walker.biz/",Date: 02-Jul-2019,DISCOUNT(1.63%): (-)  7.0,Due Date : 28-Aug-1994,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Virginia Sherman

2531 Haley Loaf Suite 733

Dennisberg, CA 65342 US
Tel:+(185)956-9016
Email:tamaraharris@example.com
Site:http:/www.dominguez-walker.biz/

TOTAL : 435.97 EUR

Due Date : 28-Aug-1994

Date: 02-Jul-2019

Description QUANTITY PRICE
Forget dream outside. 6.00 $24.60
Leave another. 4.00 $70.50
SUB_TOTAL : 429.60 EUR
DISCOUNT(1.63%): (-) 7.0
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 429.60  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 435.97 EUR,Template4_Instance132.json
"BILL_TO:
Thomas Torres
6354 Yang Hills
Piercetown, CT 01091 US
Tel:+(485)870-8621
Email:andrea11@example.com
Site:http://www.robinson.com/",Date: 27-Aug-2005,DISCOUNT(1.89%): (-)  12.15,Due Date : 12-Feb-2022,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Thomas Torres

6354 Yang Hills

Piercetown, CT 01091 US
Tel:+(485)870-8621
Email:andrea11@example.com
Site:http:/www.robinson.com/

TOTAL : 638.10 USD

Due Date : 12-Feb-2022

Date: 27-Aug-2005

Description QUANTITY PRICE
Report order in. 5.00 $1.82

Theory person. 3.00 $53.88
Person talk above. 2.00 $50.86
Herself child. 4.00 $92.62

SUB_TOTAL : 642.94 USD
DISCOUNT(1.89%): (-) 12.15

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 642.94  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 638.10 USD,Template4_Instance133.json
"BILL_TO:
Jamie Rodriguez
7297 Bauer Isle
Amandaland, IL 95467 US
Tel:+(629)389-0416
Email:parkjoshua@example.net
Site:https://sanders.com/",Date: 09-Sep-1994,DISCOUNT(2.91%): (-)  24.29,Due Date : 12-May-2010,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 841.87 $
BILL_TO:
Jamie Rodriguez
7297 Bauer Isle Due Date : 12-May-2010

Amandaland, IL 95467 US
Tel:+(629)389-0416
Email:parkjoshua@example.net
Site:https://sanders.com/

Date: 09-Sep-1994

Description QUANTITY PRICE
Business huge mean. 5.00 $29.11
Ball information. 3.00 $75.25
Music doctor thus. 5.00 $92.66

SUB_TOTAL : 834.60 $
DISCOUNT(2.91%): (-) 24.29

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 834.60  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 841.87 $,Template4_Instance134.json
"BILL_TO:
Michele Smith
353 Gomez Glens
East Stacyborough, GU 61247 US
Tel:+(310)461-4661
Email:dhenderson@example.net
Site:http://www.clayton-robertson.com/",Invoice Date: 16-Dec-2000,DISCOUNT(1.02%): (-)  3.22,Due Date : 22-Feb-2002,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Michele Smith

353 Gomez Glens

East Stacyborough, GU 61247 US
Tel:+(310)461-4661
Email:dhenderson@example.net
Site:http:/www.clayton-robertson.com/

TOTAL : 323.93 EUR

Due Date : 22-Feb-2002

Invoice Date: 16-Dec-2000

Description QUANTITY PRICE
Visit mouth. 4.00 $76.03
Car pull daughter. 1.00 $11.11

SUB_TOTAL : 315.23 EUR
DISCOUNT(1.02%): (-) 3.22

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 315.23  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 323.93 EUR,Template4_Instance135.json
"BILL_TO:
Tina Wilkerson
374 Caleb Rest Suite 333
Shannontown, GU 82515 US
Tel:+(053)279-2812
Email:anna61@example.org
Site:http://davis.com/",Invoice Date: 05-Aug-1996,DISCOUNT(2.62%): (-)  28.93,Due Date : 04-Mar-1995,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Tina Wilkerson

374 Caleb Rest Suite 333
Shannontown, GU 82515 US
Tel:+(053)279-2812
Email:anna61@example.org
Site:http://davis.com/

TOTAL : 1146.91 USD

Due Date : 04-Mar-1995

Invoice Date: 05-Aug-1996

Description QUANTITY PRICE

Pay floor. 3.00 $84.60

Describe share. 3.00 $85.36

Open vote sound tax. 5.00 $74.34

Audience executive marriage. 2.00 $65.67

Perform here measure. 1.00 $91.09
SUB_TOTAL : 1104.01 USD
DISCOUNT(2.62%): (-) 28.93

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1104.01  USD,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 1146.91 USD,Template4_Instance136.json
"BILL_TO:
Andrew Taylor
80419 William Unions Apt. 101
Ginatown, MH 95292 US
Tel:+(241)205-2175
Email:soliskathryn@example.com
Site:http://henderson.net/",Date: 23-Jan-2003,DISCOUNT(4.3%): (-)  33.9,Due Date : 24-Nov-2011,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Andrew Taylor

80419 William Unions Apt. 101
Ginatown, MH 95292 US
Tel:+(241)205-2175
Email:soliskathryn@example.com
Site:http://henderson.net/

TOTAL : 797.41 USD

Due Date : 24-Nov-2011

Date: 23-Jan-2003

Description QUANTITY PRICE
Behind. 6.00 $71.30
Air arrive data. 2.00 $40.12
Chance most. 5.00 $32.22
State nor policy. 3.00 $39.78

SUB_TOTAL : 788.48 USD
DISCOUNT(4.3%): (-) 33.9

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 788.48  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 797.41 USD,Template4_Instance137.json
