BILL_TO,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,INVOICE_INFO,NOTE,NUMBER,PO_NUMBER,SELLER_NAME,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"BILL_TO:
Susan Jarvis
95990 Charles Estates
Lake Cameron, UT 97019 US
Tel:+(659)695-6078
Email:mhays@example.net
Site:http://martinez-crawford.net/",USD,Date: 26-Apr-1997,1997-04-26,,Due Date : 30-May-2017,2017-05-30,[],"Note:
This order is shipped through blue dart courier",INVOICE # 7521-972,PO Number :80,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.83%):  5.78 USD,5.78,TAX INVOICE,TOTAL : 101.88 USD,101.88,"Total in words:  one hundred and on-
e point eight eight",Template3_Instance36.json
"BILL_TO:
Maria Werner
9327 Lisa Roads
Newtonview, MN 33259 US
Tel:+(334)402-2399
Email:matthew55@example.org
Site:https://www.martinez-mckee.com/",USD,Invoice Date: 24-Feb-2008,2008-02-24,,Due Date : 14-Nov-2009,2009-11-14,[],Thank you for your business!,INVOICE ID INV67893796,PO Number :95,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.29%):  49.35 USD,49.35,COMMERCIAL INVOICE,TOTAL : 959.35 USD,959.35,"Total in words:  nine hundred and fifty-
-nine point three five",Template3_Instance37.json
"BILL_TO:
Philip Pugh
59561 Donaldson Plaza Suite 338
Hallton, TX 67997 US
Tel:+(315)332-5360
Email:sierra42@example.com
Site:https://oneill.org/",EUR,Date: 01-Aug-2002,2002-08-01,,Due Date : 15-Mar-2002,2002-03-15,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV66303195,PO Number :52,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.23%):  8.68 EUR,8.68,INVOICE,TOTAL : 169.97 EUR,169.97,"Total in words:  one hundred and sixty-
-nine point nine seven",Template3_Instance38.json
"BILL_TO:
Laura Howard
00515 Alan Mount
New Angela, AZ 10764 US
Tel:+(540)678-7688
Email:uanderson@example.com
Site:http://www.walker.com/",USD,Date: 01-Oct-1995,1995-10-01,,Due Date : 31-Dec-2005,2005-12-31,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 5Y1M7d-894,PO Number :83,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.56%):  28.18 USD,28.18,TAX INVOICE,TOTAL : 450.63 USD,450.63,"Total in words:  four hundred and fi-
fty point six three",Template3_Instance39.json
"BILL_TO:
Kathy White
72064 Carol Square
Johnmouth, NY 59732 US
Tel:+(973)178-0950
Email:agraham@example.net
Site:https://www.jones.com/",USD,Invoice Date: 20-Jun-2022,2022-06-20,,Due Date : 29-Dec-1999,1999-12-29,[],"Note:
This order is shipped through blue dart courier",Invoice number INV87921890,PO Number :42,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.83%):  33.41 USD,33.41,INVOICE,TOTAL : 591.97 USD,591.97,"Total in words:  five hundred and ninet-
y-one point nine seven",Template3_Instance4.json
"BILL_TO:
Gabriel Drake
3966 Miller Radial
North Alexhaven, DE 27862 US
Tel:+(147)432-8009
Email:maddoxmegan@example.net
Site:https://www.williams.com/",EUR,Date: 15-Oct-2022,2022-10-15,,Due Date : 09-Aug-2008,2008-08-09,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV/71-79/248,PO Number :08,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.22%):  16.56 EUR,16.56,COMMERCIAL INVOICE,TOTAL : 400.56 EUR,400.56,"Total in words:  four hundred -
point five six",Template3_Instance40.json
"BILL_TO:
Debra Harper
6613 Thompson Mall
Mannmouth, ID 51160 US
Tel:+(316)054-8792
Email:alee@example.net
Site:http://www.west.biz/",EUR,Invoice Date: 19-May-2022,2022-05-19,,Due Date : 22-Dec-2019,2019-12-22,[],Note:Total payment due in 14 days.,INVOICE ID INV05980978,PO Number :29,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.70%):  16.61 EUR,16.61,INVOICE,TOTAL : 458.66 EUR,458.66,"Total in words:  four hundred and fift-
y-eight point six six",Template3_Instance41.json
"BILL_TO:
Nancy Leonard
5720 Michael Keys
Anthonystad, ND 69503 US
Tel:+(877)504-2148
Email:caleb32@example.org
Site:https://www.martin-wyatt.com/",EUR,Date: 03-Aug-2001,2001-08-03,,Due Date : 13-Jun-2007,2007-06-13,[],Note:Total payment due in 14 days.,Invoice number INV30088725,PO Number :98,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.82%):  44.96 EUR,44.96,TAX INVOICE,TOTAL : 674.92 EUR,674.92,"Total in words:  six hundred and seven-
ty-four point nine two",Template3_Instance42.json
"BILL_TO:
Karen Lee DVM
100 Susan Flats
Lake Thomasborough, GU 72110 US
Tel:+(486)149-6818
Email:igarza@example.net
Site:https://www.andersen.net/",EUR,Date: 02-Apr-1995,1995-04-02,,Due Date : 17-Jan-2020,2020-01-17,[],Thank you for your business!,INVOICE # 8Y6M9d-559,PO Number :84,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.24%):  52.30 EUR,52.3,TAX INVOICE,TOTAL : 1014.59 EUR,4.59,"Total in words:  one thousand and fou-
rteen point five nine",Template3_Instance43.json
"BILL_TO:
Christopher Jennings
76182 Hopkins Estate Apt. 445
Amyville, WI 39330 US
Tel:+(984)221-6696
Email:melissarojas@example.com
Site:http://www.patel.net/",USD,Invoice Date: 12-Feb-2013,2013-02-12,,Due Date : 14-Nov-2015,2015-11-14,[],Note:Total payment due in 14 days.,INVOICE # INV/95-92/989,PO Number :32,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.74%):  22.30 USD,22.3,TAX INVOICE,TOTAL : 601.66 USD,601.66,"Total in words:  six hundred and -
one point six six",Template3_Instance44.json
"BILL_TO:
Amber Neal
3176 Philip Crossroad Suite 183
Mikestad, MH 41454 US
Tel:+(619)205-1564
Email:chavezwilliam@example.net
Site:http://www.lane.biz/",USD,Date: 29-Mar-2019,2019-03-29,,Due Date : 11-Jan-2021,2021-01-11,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 1480-718,PO Number :17,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.36%):  19.07 USD,19.07,COMMERCIAL INVOICE,TOTAL : 435.75 USD,435.75,"Total in words:  four hundred and thirt-
y-five point seven five",Template3_Instance45.json
"BILL_TO:
Brady Castro
7322 Angela Tunnel
Lake Jessicaport, MH 82274 US
Tel:+(267)866-4511
Email:reynoldssamantha@example.org
Site:https://www.davis.info/",EUR,Invoice Date: 03-Mar-2005,2005-03-03,,Due Date : 27-Oct-1996,1996-10-27,[],Note:Total payment due in 14 days.,INVOICE # INV/17-06/750,PO Number :28,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.96%):  60.22 EUR,60.22,TAX INVOICE,TOTAL : 1512.79 EUR,2.79,"Total in words:  one thousand, five hundred -
and twelve point seven nine",Template3_Instance46.json
"BILL_TO:
Diana Brown
475 Garza Rapid
East Baileyfort, NM 00752 US
Tel:+(014)139-6779
Email:xrandolph@example.org
Site:https://becker.com/",EUR,Date: 28-Oct-2014,2014-10-28,,Due Date : 04-Nov-2015,2015-11-04,[],Thank you for your business!,INVOICE # 9218-438,PO Number :30,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.08%):  109.77 EUR,109.77,INVOICE,TOTAL : 1877.85 EUR,7.85,"Total in words:  one thousand, eight hundred and-
seventy-seven point eight five",Template3_Instance47.json
"BILL_TO:
Karen Smith
0203 Eric Mall
Port Ronnie, VT 45234 US
Tel:+(764)679-1681
Email:anne46@example.com
Site:http://skinner-wallace.com/",USD,Invoice Date: 03-Nov-2012,2012-11-03,,Due Date : 01-May-2018,2018-05-01,[],"Note:
This order is shipped through blue dart courier",Invoice number 0925-197,PO Number :30,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.59%):  50.76 $,50.76,TAX INVOICE,TOTAL : 1141.14 $,1.14,"Total in words:  one thousand, one hundred a-
nd forty-one point one four",Template3_Instance48.json
"BILL_TO:
David Barker
96198 Simon Dam Apt. 247
Jenniferborough, OR 12913 US
Tel:+(269)531-3317
Email:ghoward@example.org
Site:http://snyder.info/",USD,Invoice Date: 20-Apr-2011,2011-04-20,,Due Date : 01-Apr-2018,2018-04-01,[],Thank you for choosing us!,INVOICE # 4Y9M2d-326,PO Number :89,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.31%):  8.17 $,8.17,INVOICE,TOTAL : 135.86 $,135.86,"Total in words:  one hundred and thirt-
y-five point eight six",Template3_Instance49.json
"BILL_TO:
Lauren Cox
94207 Pineda Shores
Lewisburgh, AK 41262 US
Tel:+(770)257-3756
Email:tsmith@example.org
Site:http://www.perry-eaton.com/",USD,Date: 18-Apr-2003,2003-04-18,,Due Date : 17-Sep-2001,2001-09-17,[],Note:Total payment due in 14 days.,INVOICE # INV15059150,PO Number :82,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.64%):  10.68 USD,10.68,TAX INVOICE,TOTAL : 289.81 USD,289.81,"Total in words:  two hundred and eight-
y-nine point eight one",Template3_Instance5.json
"BILL_TO:
Ashley Mathis
7664 Elizabeth Parkway
North Brittney, MD 13920 US
Tel:+(493)645-3186
Email:debrafigueroa@example.org
Site:https://walters-moore.com/",EUR,Invoice Date: 14-Feb-2012,2012-02-14,,Due Date : 16-Mar-2007,2007-03-16,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 7Y9M8d-725,PO Number :15,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.59%):  33.08 EUR,33.08,COMMERCIAL INVOICE,TOTAL : 920.49 EUR,920.49,"Total in words:  nine hundred and tw-
enty point four nine",Template3_Instance50.json
"BILL_TO:
Adrienne Morales
61655 Sandra Knolls Apt. 778
Frenchton, OR 04915 US
Tel:+(670)112-0864
Email:alvarezholly@example.net
Site:https://www.mccall.com/",USD,Invoice Date: 08-Sep-2005,2005-09-08,,Due Date : 25-Apr-2016,2016-04-25,[],Note:Total payment due in 14 days.,Invoice number 0689-412,PO Number :78,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.61%):  37.79 USD,37.79,TAX INVOICE,TOTAL : 828.68 USD,828.68,"Total in words:  eight hundred and twent-
y-eight point six eight",Template3_Instance51.json
"BILL_TO:
Daniel Kline
91730 Hansen Row
Baileyville, NE 05658 US
Tel:+(118)699-4128
Email:ioliver@example.net
Site:http://www.holloway.org/",USD,Invoice Date: 12-Sep-1996,1996-09-12,,Due Date : 23-May-2003,2003-05-23,[],Thank you for your business!,INVOICE # INV/02-12/052,PO Number :62,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.34%):  39.87 USD,39.87,COMMERCIAL INVOICE,TOTAL : 920.38 USD,920.38,"Total in words:  nine hundred and twe-
nty point three eight",Template3_Instance52.json
"BILL_TO:
Stephanie Bentley
39872 Williams Glens
Mcdanielton, GA 07552 US
Tel:+(946)005-3349
Email:susanthomas@example.net
Site:http://scott.com/",USD,Invoice Date: 22-Sep-2007,2007-09-22,,Due Date : 09-Jan-2008,2008-01-09,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV76884730,PO Number :43,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.14%):  95.36 USD,95.36,TAX INVOICE,TOTAL : 1599.27 USD,9.27,"Total in words:  one thousand, five hundred an-
d ninety-nine point two seven",Template3_Instance53.json
"BILL_TO:
Jane Mays
8101 Dean Mountain
New Meganton, VA 43023 US
Tel:+(580)610-6742
Email:williamsonsandra@example.org
Site:https://hess.net/",EUR,Date: 25-Jul-2016,2016-07-25,,Due Date : 25-May-2014,2014-05-25,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV/14-26/810,PO Number :21,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.32%):  17.21 EUR,17.21,TAX INVOICE,TOTAL : 403.96 EUR,403.96,"Total in words:  four hundred and t-
hree point nine six",Template3_Instance54.json
"BILL_TO:
Richard Mcpherson
213 Melissa Run
Murraytown, DC 97565 US
Tel:+(367)180-2787
Email:nflores@example.org
Site:https://thompson.org/",USD,Invoice Date: 20-Aug-2017,2017-08-20,,Due Date : 31-Jan-2010,2010-01-31,[],Thank you for choosing us!,Invoice number INV/26-98/080,PO Number :40,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.07%):  40.82 $,40.82,TAX INVOICE,TOTAL : 838.48 $,838.48,"Total in words:  eight hundred and thirt-
y-eight point four eight",Template3_Instance55.json
"BILL_TO:
Max Mclaughlin
697 Victoria Lodge Suite 294
East Beverlyshire, WV 68061 US
Tel:+(768)990-1801
Email:martinjerry@example.org
Site:http://www.gamble-black.com/",EUR,Date: 21-Oct-2002,2002-10-21,,Due Date : 27-Apr-2013,2013-04-27,[],Thank you for choosing us!,INVOICE ID 1Y5M1d-684,PO Number :24,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.13%):  10.10 EUR,10.1,TAX INVOICE,TOTAL : 245.68 EUR,245.68,"Total in words:  two hundred and forty-
-five point six eight",Template3_Instance56.json
"BILL_TO:
Jonathan Frey
60560 Mooney Camp Suite 829
Cheyennefurt, ID 61156 US
Tel:+(722)207-8408
Email:laurencontreras@example.net
Site:http://wilkerson-crawford.com/",EUR,Invoice Date: 20-Mar-2022,2022-03-20,,Due Date : 15-Jun-2003,2003-06-15,[],Thank you for your business!,INVOICE # 2106-418,PO Number :50,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.61%):  24.30 EUR,24.3,COMMERCIAL INVOICE,TOTAL : 677.22 EUR,677.22,"Total in words:  six hundred and seven-
ty-seven point two two",Template3_Instance57.json
"BILL_TO:
Elizabeth Gregory
11398 Edwards Plain Suite 529
South Manuelfurt, KY 00621 US
Tel:+(586)556-5046
Email:hurstashley@example.net
Site:https://www.ewing-morgan.com/",USD,Date: 29-Jul-2014,2014-07-29,,Due Date : 27-Nov-1996,1996-11-27,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV32807300,PO Number :99,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.56%):  55.44 USD,55.44,COMMERCIAL INVOICE,TOTAL : 882.31 USD,882.31,"Total in words:  eight hundred and eigh-
ty-two point three one",Template3_Instance58.json
"BILL_TO:
Miguel Valentine
55793 Michael Trail Apt. 823
Gibsonport, FL 60164 US
Tel:+(088)190-6271
Email:iford@example.com
Site:http://www.peterson.biz/",USD,Date: 08-Sep-2001,2001-09-08,,Due Date : 10-Sep-2018,2018-09-10,[],Thank you for your business!,INVOICE # INV/15-21/217,PO Number :33,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.14%):  16.64 $,16.64,INVOICE,TOTAL : 399.72 $,399.72,"Total in words:  three hundred and nine-
ty-nine point seven two",Template3_Instance59.json
"BILL_TO:
Madeline Harris
640 Courtney Forge
Port Miguel, DC 24632 US
Tel:+(339)227-5180
Email:anthony13@example.com
Site:https://cruz.info/",USD,Date: 06-Mar-2006,2006-03-06,,Due Date : 23-Jun-2006,2006-06-23,[],Thank you for choosing us!,INVOICE ID 1940-488,PO Number :19,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.59%):  32.39 USD,32.39,TAX INVOICE,TOTAL : 717.93 USD,717.93,"Total in words:  seven hundred and seve-
nteen point nine three",Template3_Instance6.json
"BILL_TO:
Steven Swanson
1480 Kevin Cape
North Crystal, ME 37316 US
Tel:+(522)078-2480
Email:jamesrandolph@example.org
Site:http://www.morrow.com/",USD,Invoice Date: 06-Feb-1994,1994-02-06,,Due Date : 18-Feb-2018,2018-02-18,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 8Y8M1d-931,PO Number :00,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.65%):  38.39 USD,38.39,TAX INVOICE,TOTAL : 1061.18 USD,1.18,"Total in words:  one thousand and sixt-
y-one point one eight",Template3_Instance60.json
"BILL_TO:
Devin Carlson
6804 Pugh Parkway
Carolview, VT 22811 US
Tel:+(902)731-4305
Email:dennis35@example.org
Site:http://www.henson-kim.com/",USD,Invoice Date: 28-Feb-2007,2007-02-28,,Due Date : 22-Jan-1993,1993-01-22,[],Thank you for your business!,Invoice number 5Y8M7d-737,PO Number :36,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.29%):  42.28 USD,42.28,TAX INVOICE,TOTAL : 706.20 USD,706.2,"Total in words:  seven hundred a-
nd six point two",Template3_Instance61.json
"BILL_TO:
Brandy Vargas
85305 Kimberly Cape
East Bethtown, SD 38850 US
Tel:+(302)425-3219
Email:stacy05@example.com
Site:http://haynes-moreno.com/",USD,Invoice Date: 29-Dec-1994,1994-12-29,,Due Date : 24-Sep-2008,2008-09-24,[],"Note:
This order is shipped through blue dart courier",Invoice number 0367-335,PO Number :58,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.24%):  67.49 USD,67.49,COMMERCIAL INVOICE,TOTAL : 1097.17 USD,7.17,"Total in words:  one thousand and ninet-
y-seven point one seven",Template3_Instance62.json
"BILL_TO:
Paula Hawkins
548 Brooks Manor
Port Jessicaland, GA 09545 US
Tel:+(527)026-4152
Email:lambtaylor@example.net
Site:https://www.petty.com/",EUR,Date: 01-Jan-2022,2022-01-01,,Due Date : 19-Jun-2010,2010-06-19,[],Thank you for choosing us!,INVOICE ID 2Y1M8d-245,PO Number :02,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.40%):  25.22 EUR,25.22,TAX INVOICE,TOTAL : 486.41 EUR,486.41,"Total in words:  four hundred and eigh-
ty-six point four one",Template3_Instance63.json
"BILL_TO:
John Blake
00205 Gallegos Light
Potterstad, FM 83203 US
Tel:+(004)493-4238
Email:paige64@example.com
Site:https://www.smith.org/",USD,Date: 17-May-2003,2003-05-17,,Due Date : 10-May-2021,2021-05-10,[],Thank you for choosing us!,Invoice number 9Y9M3d-509,PO Number :91,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.05%):  20.70 USD,20.7,INVOICE,TOTAL : 351.25 USD,351.25,"Total in words:  three hundred and fif-
ty-one point two five",Template3_Instance64.json
"BILL_TO:
Leah Wells
00972 Wade Street
Mullinshaven, IL 75895 US
Tel:+(887)847-7885
Email:mpeterson@example.com
Site:https://www.owens-newton.com/",EUR,Invoice Date: 05-Aug-2007,2007-08-05,,Due Date : 26-Oct-2014,2014-10-26,[],Thank you for your business!,INVOICE # 7Y2M4d-918,PO Number :72,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.87%):  83.23 EUR,83.23,COMMERCIAL INVOICE,TOTAL : 1262.24 EUR,2.24,"Total in words:  one thousand, two hundred a-
nd sixty-two point two four",Template3_Instance65.json
"BILL_TO:
Candace Rogers
178 Brian Oval
Barryburgh, AR 82072 US
Tel:+(891)459-3088
Email:jennifer79@example.net
Site:http://jones.com/",USD,Date: 16-Jul-1995,1995-07-16,,Due Date : 19-Jan-2017,2017-01-19,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/89-69/681,PO Number :95,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.60%):  33.90 $,33.9,INVOICE,TOTAL : 633.04 $,633.04,"Total in words:  six hundred and thirty-
-three point zero four",Template3_Instance66.json
"BILL_TO:
Isaiah Yates
7566 Regina Wells Apt. 888
Nobleberg, NM 20293 US
Tel:+(479)372-9297
Email:gregory23@example.net
Site:https://patton.com/",USD,Invoice Date: 21-Sep-2009,2009-09-21,,Due Date : 15-Dec-1999,1999-12-15,[],Thank you for your business!,Invoice number 4Y2M1d-187,PO Number :56,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.53%):  42.71 USD,42.71,TAX INVOICE,TOTAL : 799.09 USD,799.09,"Total in words:  seven hundred and nine-
ty-nine point zero nine",Template3_Instance67.json
"BILL_TO:
Kimberly Gomez
132 Shea Points
Normanton, NH 58411 US
Tel:+(769)730-8326
Email:djones@example.com
Site:http://www.schneider.info/",USD,Invoice Date: 19-Nov-1994,1994-11-19,,Due Date : 31-Dec-1995,1995-12-31,[],Thank you for your business!,INVOICE ID INV86345750,PO Number :91,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.83%):  77.66 $,77.66,TAX INVOICE,TOTAL : 1166.72 $,6.72,"Total in words:  one thousand, one hundred a-
nd sixty-six point seven two",Template3_Instance68.json
"BILL_TO:
Maria Cain
3445 Pruitt Hills
West Jose, HI 96647 US
Tel:+(234)934-8247
Email:taylormichelle@example.net
Site:https://www.wright-tucker.com/",USD,Invoice Date: 20-Dec-2002,2002-12-20,,Due Date : 28-Jul-2012,2012-07-28,[],Thank you for your business!,INVOICE ID INV10564955,PO Number :66,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.02%):  20.42 USD,20.42,TAX INVOICE,TOTAL : 514.49 USD,514.49,"Total in words:  five hundred and fou-
rteen point four nine",Template3_Instance69.json
"BILL_TO:
Taylor Santiago
882 Steven Inlet
Port John, TX 22658 US
Tel:+(349)277-3643
Email:dbowman@example.org
Site:http://www.palmer.com/",USD,Invoice Date: 10-Jul-1996,1996-07-10,,Due Date : 31-Aug-2011,2011-08-31,[],"Note:
This order is shipped through blue dart courier",INVOICE ID 5Y8M1d-775,PO Number :54,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.09%):  49.90 $,49.9,INVOICE,TOTAL : 844.65 $,844.65,"Total in words:  eight hundred and for-
ty-four point six five",Template3_Instance7.json
"BILL_TO:
Wendy Brown
209 Wesley Lock Suite 497
East Michael, KY 52990 US
Tel:+(195)341-9751
Email:dnolan@example.com
Site:http://www.garcia.com/",EUR,Invoice Date: 12-Feb-1994,1994-02-12,,Due Date : 15-Nov-1994,1994-11-15,[],Note:Total payment due in 14 days.,INVOICE # INV/69-74/934,PO Number :64,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.53%):  23.71 EUR,23.71,TAX INVOICE,TOTAL : 369.46 EUR,369.46,"Total in words:  three hundred and six-
ty-nine point four six",Template3_Instance70.json
"BILL_TO:
Briana Howard
204 Lopez Lakes
West Jenniferfort, HI 97537 US
Tel:+(043)571-8454
Email:jeffrey16@example.com
Site:https://alvarez.net/",USD,Invoice Date: 02-Sep-2005,2005-09-02,,Due Date : 11-Oct-2005,2005-10-11,[],"Note:
This order is shipped through blue dart courier",INVOICE # 1646-499,PO Number :82,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.88%):  14.38 USD,14.38,INVOICE,TOTAL : 249.92 USD,249.92,"Total in words:  two hundred and fort-
y-nine point nine two",Template3_Instance71.json
"BILL_TO:
Bethany Pace
973 Amanda Forest Apt. 226
Port Rickfort, MI 24782 US
Tel:+(894)764-3655
Email:dhobbs@example.net
Site:http://erickson.info/",EUR,Date: 05-Jan-2005,2005-01-05,,Due Date : 22-Sep-2016,2016-09-22,[],Thank you for your business!,INVOICE # INV06655637,PO Number :80,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.26%):  63.31 EUR,63.31,INVOICE,TOTAL : 1050.91 EUR,0.91,"Total in words:  one thousand and f-
ifty point nine one",Template3_Instance72.json
"BILL_TO:
Leslie Beard
68897 John Knoll
Andersonburgh, TN 78803 US
Tel:+(694)061-3254
Email:fhurst@example.org
Site:https://www.curry.com/",EUR,Date: 20-Feb-2022,2022-02-20,,Due Date : 07-Nov-2022,2022-11-07,[],Thank you for choosing us!,Invoice number INV/72-06/371,PO Number :06,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.02%):  12.48 EUR,12.48,COMMERCIAL INVOICE,TOTAL : 311.19 EUR,311.19,"Total in words:  three hundred and e-
leven point one nine",Template3_Instance73.json
"BILL_TO:
Jessica Guerrero
0471 Schroeder Ports
South Steven, DC 05696 US
Tel:+(153)569-0147
Email:welchlauren@example.com
Site:http://www.preston-choi.com/",EUR,Invoice Date: 29-Dec-2010,2010-12-29,,Due Date : 01-Jan-2017,2017-01-01,[],Thank you for your business!,Invoice number 8Y4M3d-402,PO Number :87,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.95%):  51.22 EUR,51.22,COMMERCIAL INVOICE,TOTAL : 1046.68 EUR,6.68,"Total in words:  one thousand and fort-
y-six point six eight",Template3_Instance74.json
