BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,GST(7%),GSTIN,INVOICE_INFO,NUMBER,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"Bill to:Eric Allen
810 Thomas Harbors
Brittanybury, KY 26862 US
Tel:+(571)545-3172
Email:leejeremy@example.net
Site:http://www.harper.biz/",810 Thomas Harbors,"Brittanybury, KY 26862 US",,leejeremy@example.net,Bill to:Eric Allen,"Bill to:Eric Allen | 810 Thomas Harbors | Brittanybury, KY 26862 US | Tel:+(571)545-3172 | Email:leejeremy@example.net | Site:http://www.harper.biz/",http://www.harper.biz/,+(571)545-3172,USD,Date: 15-Aug-2016,2016-08-15,,GST(7%) : 59.42,GSTIN: 33123456789102Z1,[],Invoice number 3Y3M2d-186,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 848.90  $,848.9,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 857.01 $,857.01,Template2_Instance55.json
"Buyer :Ashley Hodges
7345 Matthew Rapid
Vasquezview, SD 71479 US
Tel:+(551)386-9365
Email:jessicahaney@example.org
Site:http://www.gonzalez.org/",7345 Matthew Rapid,"Vasquezview, SD 71479 US",,jessicahaney@example.org,Buyer :Ashley Hodges,"Buyer :Ashley Hodges | 7345 Matthew Rapid | Vasquezview, SD 71479 US | Tel:+(551)386-9365 | Email:jessicahaney@example.org | Site:http://www.gonzalez.org/",http://www.gonzalez.org/,+(551)386-9365,USD,Invoice Date: 31-Mar-2003,2003-03-31,,GST(7%) : 17.77,GSTIN: 33123456789102Z1,[],Invoice number INV/67-37/714,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 253.88  USD,253.88,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 259.57 USD,259.57,Template2_Instance56.json
"Bill to:Misty Rogers
31260 Martinez Drives Suite 644
Port Timothyton, WY 96691 US
Tel:+(154)301-3959
Email:richardsjeffrey@example.org
Site:http://hill-daugherty.info/",31260 Martinez Drives Suite 644,"Port Timothyton, WY 96691 US",,richardsjeffrey@example.org,Bill to:Misty Rogers,"Bill to:Misty Rogers | 31260 Martinez Drives Suite 644 | Port Timothyton, WY 96691 US | Tel:+(154)301-3959 | Email:richardsjeffrey@example.org | Site:http://hill-daugherty.info/",http://hill-daugherty.info/,+(154)301-3959,USD,Invoice Date: 11-Apr-2015,2015-04-11,,GST(7%) : 22.17,GSTIN: 33123456789102Z1,[],INVOICE # 0869-542,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 316.78  USD,316.78,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 330.45 USD,330.45,Template2_Instance57.json
"Buyer :Becky Martin
501 Rios Track Suite 121
Pattyton, NE 80919 US
Tel:+(040)646-8434
Email:mgreen@example.net
Site:https://www.thomas.com/",501 Rios Track Suite 121,"Pattyton, NE 80919 US",,mgreen@example.net,Buyer :Becky Martin,"Buyer :Becky Martin | 501 Rios Track Suite 121 | Pattyton, NE 80919 US | Tel:+(040)646-8434 | Email:mgreen@example.net | Site:https://www.thomas.com/",https://www.thomas.com/,+(040)646-8434,USD,Date: 25-Jul-2021,2021-07-25,,GST(7%) : 20.96,GSTIN: 33123456789102Z1,[],Invoice number 5Y9M1d-806,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 299.41  USD,299.41,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 308.90 USD,308.9,Template2_Instance58.json
"Bill to:Dennis Lamb
79039 Ward Light
West Christopherview, AL 92716 US
Tel:+(263)311-7591
Email:youngdorothy@example.net
Site:https://ruiz.net/",79039 Ward Light,"West Christopherview, AL 92716 US",,youngdorothy@example.net,Bill to:Dennis Lamb,"Bill to:Dennis Lamb | 79039 Ward Light | West Christopherview, AL 92716 US | Tel:+(263)311-7591 | Email:youngdorothy@example.net | Site:https://ruiz.net/",https://ruiz.net/,+(263)311-7591,EUR,Date: 18-May-2003,2003-05-18,,GST(7%) : 23.70,GSTIN: 33123456789102Z1,[],Invoice number INV/37-45/068,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 338.57  EUR,338.57,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 339.30 EUR,339.3,Template2_Instance59.json
"Buyer :Terri Henderson
80544 Bradley Meadows Apt. 976
Hammondchester, ID 52172 US
Tel:+(679)504-4434
Email:calvin46@example.com
Site:http://black-dean.biz/",80544 Bradley Meadows Apt. 976,"Hammondchester, ID 52172 US",,calvin46@example.com,Buyer :Terri Henderson,"Buyer :Terri Henderson | 80544 Bradley Meadows Apt. 976 | Hammondchester, ID 52172 US | Tel:+(679)504-4434 | Email:calvin46@example.com | Site:http://black-dean.biz/",http://black-dean.biz/,+(679)504-4434,USD,Invoice Date: 08-Jul-1999,1999-07-08,,GST(7%) : 103.28,GSTIN: 33123456789102Z1,[],INVOICE # INV92485199,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1475.37  USD,5.37,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1502.92 USD,2.92,Template2_Instance6.json
"Buyer :Richard Conley
49669 Peterson Shoal Apt. 776
West Charlesside, OR 32801 US
Tel:+(823)120-1800
Email:christinapotter@example.org
Site:https://miller.com/",49669 Peterson Shoal Apt. 776,"West Charlesside, OR 32801 US",,christinapotter@example.org,Buyer :Richard Conley,"Buyer :Richard Conley | 49669 Peterson Shoal Apt. 776 | West Charlesside, OR 32801 US | Tel:+(823)120-1800 | Email:christinapotter@example.org | Site:https://miller.com/",https://miller.com/,+(823)120-1800,EUR,Invoice Date: 06-Sep-2017,2017-09-06,,GST(7%) : 43.19,GSTIN: 33123456789102Z1,[],INVOICE ID INV31643120,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 616.94  EUR,616.94,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 644.61 EUR,644.61,Template2_Instance60.json
"Buyer :Mary Mitchell
23760 Craig Island Suite 974
North Johnnystad, GU 48395 US
Tel:+(444)187-2467
Email:angelarodriguez@example.net
Site:http://www.burns.biz/",23760 Craig Island Suite 974,"North Johnnystad, GU 48395 US",,angelarodriguez@example.net,Buyer :Mary Mitchell,"Buyer :Mary Mitchell | 23760 Craig Island Suite 974 | North Johnnystad, GU 48395 US | Tel:+(444)187-2467 | Email:angelarodriguez@example.net | Site:http://www.burns.biz/",http://www.burns.biz/,+(444)187-2467,USD,Invoice Date: 14-Apr-2021,2021-04-14,,GST(7%) : 91.25,GSTIN: 33123456789102Z1,[],INVOICE # 2564-849,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1303.52  USD,3.52,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1377.03 USD,7.03,Template2_Instance61.json
"Bill to:Lori Weaver
7398 Edwards Well
Greenland, NM 47699 US
Tel:+(339)936-0252
Email:perezerin@example.org
Site:https://alvarado.net/",7398 Edwards Well,"Greenland, NM 47699 US",,perezerin@example.org,Bill to:Lori Weaver,"Bill to:Lori Weaver | 7398 Edwards Well | Greenland, NM 47699 US | Tel:+(339)936-0252 | Email:perezerin@example.org | Site:https://alvarado.net/",https://alvarado.net/,+(339)936-0252,USD,Date: 17-Jul-1999,1999-07-17,,GST(7%) : 16.75,GSTIN: 33123456789102Z1,[],INVOICE # INV/47-50/936,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 239.34  USD,239.34,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 244.49 USD,244.49,Template2_Instance62.json
"Buyer :Jessica Brown
4404 Matthew Terrace Suite 352
Carrilloshire, IN 53133 US
Tel:+(391)470-5220
Email:bradfordgina@example.org
Site:http://www.delgado.com/",4404 Matthew Terrace Suite 352,"Carrilloshire, IN 53133 US",,bradfordgina@example.org,Buyer :Jessica Brown,"Buyer :Jessica Brown | 4404 Matthew Terrace Suite 352 | Carrilloshire, IN 53133 US | Tel:+(391)470-5220 | Email:bradfordgina@example.org | Site:http://www.delgado.com/",http://www.delgado.com/,+(391)470-5220,USD,Date: 31-Jan-2015,2015-01-31,,GST(7%) : 61.72,GSTIN: 33123456789102Z1,[],INVOICE # 2655-318,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 881.74  USD,881.74,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 906.07 USD,906.07,Template2_Instance63.json
"Bill to:Dr. James Walter MD
911 Castillo Route Suite 916
Joshuaport, AL 07481 US
Tel:+(110)543-3457
Email:golson@example.org
Site:http://chapman.com/",911 Castillo Route Suite 916,"Joshuaport, AL 07481 US",,golson@example.org,Bill to:Dr. James Walter MD,"Bill to:Dr. James Walter MD | 911 Castillo Route Suite 916 | Joshuaport, AL 07481 US | Tel:+(110)543-3457 | Email:golson@example.org | Site:http://chapman.com/",http://chapman.com/,+(110)543-3457,USD,Invoice Date: 24-Jul-2010,2010-07-24,,GST(7%) : 36.44,GSTIN: 33123456789102Z1,[],Invoice number INV80590621,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 520.61  $,520.61,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 538.70 $,538.7,Template2_Instance64.json
"Buyer :Shannon Murray
640 Rachel Drives Apt. 540
Grossville, SD 85843 US
Tel:+(107)022-1710
Email:francismunoz@example.org
Site:http://www.lynch.com/",640 Rachel Drives Apt. 540,"Grossville, SD 85843 US",,francismunoz@example.org,Buyer :Shannon Murray,"Buyer :Shannon Murray | 640 Rachel Drives Apt. 540 | Grossville, SD 85843 US | Tel:+(107)022-1710 | Email:francismunoz@example.org | Site:http://www.lynch.com/",http://www.lynch.com/,+(107)022-1710,USD,Date: 18-Sep-2002,2002-09-18,,GST(7%) : 81.40,GSTIN: 33123456789102Z1,[],INVOICE ID 3Y6M3d-415,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1162.92  $,2.92,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1160.13 $,0.13,Template2_Instance65.json
"Bill to:Nathaniel Brown
9604 Moore Wells Suite 292
New Jesseport, MD 04973 US
Tel:+(393)038-0701
Email:karenrusso@example.com
Site:https://www.johnson.biz/",9604 Moore Wells Suite 292,"New Jesseport, MD 04973 US",,karenrusso@example.com,Bill to:Nathaniel Brown,"Bill to:Nathaniel Brown | 9604 Moore Wells Suite 292 | New Jesseport, MD 04973 US | Tel:+(393)038-0701 | Email:karenrusso@example.com | Site:https://www.johnson.biz/",https://www.johnson.biz/,+(393)038-0701,EUR,Invoice Date: 03-Jun-2000,2000-06-03,,GST(7%) : 29.14,GSTIN: 33123456789102Z1,[],INVOICE # INV51564723,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 416.26  EUR,416.26,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 415.41 EUR,415.41,Template2_Instance66.json
"Bill to:Chad Stephenson
66749 Cantu Camp
Lake Allenmouth, AL 80140 US
Tel:+(391)959-7367
Email:mvazquez@example.org
Site:http://www.shea.org/",66749 Cantu Camp,"Lake Allenmouth, AL 80140 US",,mvazquez@example.org,Bill to:Chad Stephenson,"Bill to:Chad Stephenson | 66749 Cantu Camp | Lake Allenmouth, AL 80140 US | Tel:+(391)959-7367 | Email:mvazquez@example.org | Site:http://www.shea.org/",http://www.shea.org/,+(391)959-7367,EUR,Invoice Date: 06-Oct-2010,2010-10-06,,GST(7%) : 43.17,GSTIN: 33123456789102Z1,[],INVOICE ID INV27259051,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 616.71  EUR,616.71,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 640.13 EUR,640.13,Template2_Instance67.json
"Bill to:Joseph Kelly
432 Johnson Grove
Masonbury, MS 10869 US
Tel:+(469)580-6111
Email:nicholas37@example.com
Site:http://www.howell.net/",432 Johnson Grove,"Masonbury, MS 10869 US",,nicholas37@example.com,Bill to:Joseph Kelly,"Bill to:Joseph Kelly | 432 Johnson Grove | Masonbury, MS 10869 US | Tel:+(469)580-6111 | Email:nicholas37@example.com | Site:http://www.howell.net/",http://www.howell.net/,+(469)580-6111,USD,Invoice Date: 19-Sep-2021,2021-09-19,,GST(7%) : 72.46,GSTIN: 33123456789102Z1,[],INVOICE ID 5Y2M9d-549,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1035.12  $,5.12,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1077.65 $,7.65,Template2_Instance68.json
"Bill to:Emily Johnson
8486 Mercer Neck
Martinhaven, TN 42560 US
Tel:+(188)985-9868
Email:jennifer97@example.com
Site:https://ballard.com/",8486 Mercer Neck,"Martinhaven, TN 42560 US",,jennifer97@example.com,Bill to:Emily Johnson,"Bill to:Emily Johnson | 8486 Mercer Neck | Martinhaven, TN 42560 US | Tel:+(188)985-9868 | Email:jennifer97@example.com | Site:https://ballard.com/",https://ballard.com/,+(188)985-9868,USD,Invoice Date: 07-May-1993,1993-05-07,,GST(7%) : 25.94,GSTIN: 33123456789102Z1,[],INVOICE ID INV07032376,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 370.56  USD,370.56,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 373.59 USD,373.59,Template2_Instance69.json
"Buyer :Roger Rivera
80426 Morgan Cliffs
South Brenda, TX 07646 US
Tel:+(411)672-0904
Email:meganwiley@example.com
Site:http://www.ellis-jackson.net/",80426 Morgan Cliffs,"South Brenda, TX 07646 US",,meganwiley@example.com,Buyer :Roger Rivera,"Buyer :Roger Rivera | 80426 Morgan Cliffs | South Brenda, TX 07646 US | Tel:+(411)672-0904 | Email:meganwiley@example.com | Site:http://www.ellis-jackson.net/",http://www.ellis-jackson.net/,+(411)672-0904,USD,Invoice Date: 16-Aug-1999,1999-08-16,,GST(7%) : 52.33,GSTIN: 33123456789102Z1,[],INVOICE ID INV/84-38/976,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 747.61  USD,747.61,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 761.92 USD,761.92,Template2_Instance7.json
"Bill to:Yesenia Brown
18748 Doyle Glens
Kimfurt, TN 90373 US
Tel:+(569)316-9288
Email:taramitchell@example.com
Site:https://www.elliott-wilson.com/",18748 Doyle Glens,"Kimfurt, TN 90373 US",,taramitchell@example.com,Bill to:Yesenia Brown,"Bill to:Yesenia Brown | 18748 Doyle Glens | Kimfurt, TN 90373 US | Tel:+(569)316-9288 | Email:taramitchell@example.com | Site:https://www.elliott-wilson.com/",https://www.elliott-wilson.com/,+(569)316-9288,USD,Date: 18-May-2001,2001-05-18,,GST(7%) : 40.85,GSTIN: 33123456789102Z1,[],INVOICE ID INV/44-29/041,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 583.57  $,583.57,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 591.52 $,591.52,Template2_Instance70.json
"Bill to:Cynthia Wolfe
6336 Stewart Fork
New Steven, MD 70695 US
Tel:+(963)275-5989
Email:zwalton@example.net
Site:https://taylor-johnson.biz/",6336 Stewart Fork,"New Steven, MD 70695 US",,zwalton@example.net,Bill to:Cynthia Wolfe,"Bill to:Cynthia Wolfe | 6336 Stewart Fork | New Steven, MD 70695 US | Tel:+(963)275-5989 | Email:zwalton@example.net | Site:https://taylor-johnson.biz/",https://taylor-johnson.biz/,+(963)275-5989,EUR,Invoice Date: 30-Mar-2003,2003-03-30,,GST(7%) : 17.16,GSTIN: 33123456789102Z1,[],INVOICE # INV94163723,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 245.16  EUR,245.16,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 244.71 EUR,244.71,Template2_Instance71.json
"Bill to:Karen Thompson
637 Chris Field
Lucasview, PR 28623 US
Tel:+(616)595-4800
Email:chenerica@example.org
Site:http://www.lamb-wallace.info/",637 Chris Field,"Lucasview, PR 28623 US",,chenerica@example.org,Bill to:Karen Thompson,"Bill to:Karen Thompson | 637 Chris Field | Lucasview, PR 28623 US | Tel:+(616)595-4800 | Email:chenerica@example.org | Site:http://www.lamb-wallace.info/",http://www.lamb-wallace.info/,+(616)595-4800,USD,Invoice Date: 13-Oct-2019,2019-10-13,,GST(7%) : 16.79,GSTIN: 33123456789102Z1,[],INVOICE # INV37491974,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 239.90  $,239.9,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 244.25 $,244.25,Template2_Instance72.json
"Buyer :John Johnson
5218 Young Crest
New Julia, UT 96100 US
Tel:+(007)950-3721
Email:kristen46@example.com
Site:http://www.owens.com/",5218 Young Crest,"New Julia, UT 96100 US",,kristen46@example.com,Buyer :John Johnson,"Buyer :John Johnson | 5218 Young Crest | New Julia, UT 96100 US | Tel:+(007)950-3721 | Email:kristen46@example.com | Site:http://www.owens.com/",http://www.owens.com/,+(007)950-3721,USD,Date: 17-Sep-2006,2006-09-17,,GST(7%) : 39.27,GSTIN: 33123456789102Z1,[],INVOICE # 5970-774,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 561.02  USD,561.02,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 571.63 USD,571.63,Template2_Instance73.json
"Buyer :Karen Manning
679 Brown Haven Suite 854
Jacksonside, WI 62137 US
Tel:+(544)736-3380
Email:murraychelsea@example.net
Site:http://www.williams.com/",679 Brown Haven Suite 854,"Jacksonside, WI 62137 US",,murraychelsea@example.net,Buyer :Karen Manning,"Buyer :Karen Manning | 679 Brown Haven Suite 854 | Jacksonside, WI 62137 US | Tel:+(544)736-3380 | Email:murraychelsea@example.net | Site:http://www.williams.com/",http://www.williams.com/,+(544)736-3380,USD,Date: 17-Jun-2014,2014-06-17,,GST(7%) : 61.72,GSTIN: 33123456789102Z1,[],INVOICE # 7Y9M4d-818,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 881.76  USD,881.76,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 931.61 USD,931.61,Template2_Instance74.json
"Bill to:Eric King
163 Morgan Parks
Barbaraview, NE 06686 US
Tel:+(096)674-6493
Email:hernandezjennifer@example.org
Site:http://lynch.biz/",163 Morgan Parks,"Barbaraview, NE 06686 US",,hernandezjennifer@example.org,Bill to:Eric King,"Bill to:Eric King | 163 Morgan Parks | Barbaraview, NE 06686 US | Tel:+(096)674-6493 | Email:hernandezjennifer@example.org | Site:http://lynch.biz/",http://lynch.biz/,+(096)674-6493,USD,Date: 14-Feb-2005,2005-02-14,,GST(7%) : 23.99,GSTIN: 33123456789102Z1,[],Invoice number INV/08-70/407,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 342.69  USD,342.69,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 344.97 USD,344.97,Template2_Instance75.json
"Bill to:Devin Kennedy
32471 Alvarez Knoll
Williamfurt, NM 85433 US
Tel:+(199)648-8473
Email:nrose@example.org
Site:http://hester.com/",32471 Alvarez Knoll,"Williamfurt, NM 85433 US",,nrose@example.org,Bill to:Devin Kennedy,"Bill to:Devin Kennedy | 32471 Alvarez Knoll | Williamfurt, NM 85433 US | Tel:+(199)648-8473 | Email:nrose@example.org | Site:http://hester.com/",http://hester.com/,+(199)648-8473,EUR,Invoice Date: 11-Nov-2010,2010-11-11,,GST(7%) : 61.51,GSTIN: 33123456789102Z1,[],INVOICE # 5Y6M3d-136,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 878.71  EUR,878.71,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 915.99 EUR,915.99,Template2_Instance76.json
"Bill to:Dylan Skinner
2534 Jacobs Mountains
Lake Michael, DE 41383 US
Tel:+(675)945-9628
Email:yolandasteele@example.com
Site:http://king.org/",2534 Jacobs Mountains,"Lake Michael, DE 41383 US",,yolandasteele@example.com,Bill to:Dylan Skinner,"Bill to:Dylan Skinner | 2534 Jacobs Mountains | Lake Michael, DE 41383 US | Tel:+(675)945-9628 | Email:yolandasteele@example.com | Site:http://king.org/",http://king.org/,+(675)945-9628,USD,Invoice Date: 26-Feb-2005,2005-02-26,,GST(7%) : 48.42,GSTIN: 33123456789102Z1,[],INVOICE # INV/12-51/592,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 691.77  USD,691.77,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 722.52 USD,722.52,Template2_Instance77.json
"Buyer :Jeffrey Jones
206 Scott Wall Apt. 561
Vincenttown, NC 09912 US
Tel:+(098)363-5696
Email:jeffreyflores@example.com
Site:http://www.bruce.info/",206 Scott Wall Apt. 561,"Vincenttown, NC 09912 US",,jeffreyflores@example.com,Buyer :Jeffrey Jones,"Buyer :Jeffrey Jones | 206 Scott Wall Apt. 561 | Vincenttown, NC 09912 US | Tel:+(098)363-5696 | Email:jeffreyflores@example.com | Site:http://www.bruce.info/",http://www.bruce.info/,+(098)363-5696,EUR,Date: 17-Jul-1995,1995-07-17,,GST(7%) : 50.60,GSTIN: 33123456789102Z1,[],INVOICE # INV/42-65/764,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 722.83  EUR,722.83,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 740.08 EUR,740.08,Template2_Instance78.json
